,year_film,year_award,category,nominee,film
322,1964,1965,Best Performance by an Actress in a Supporting Role in any Motion Picture,Agnes Moorehead,"Hush...Hush, Sweet Charlotte"
323,1964,1965,Best Director - Motion Picture,George Cukor,My Fair Lady
324,1964,1965,Best Original Score - Motion Picture,Dimitri Tiomkin,The Fall Of The Roman Empire
325,1964,1965,Best Original Song - Motion Picture,"Circus World, Dimitri Tiomkin, Ned Washington",Circus World
326,1964,1965,New Star Of The Year - Actress,Mia Farrow,Guns at Batasi
327,1964,1965,New Star Of The Year - Actress,Celia Kaye,Island of the Blue Dolphins
328,1964,1965,New Star Of The Year - Actress,Mary Ann Mobley,Get Yourself a College Girl!
329,1964,1965,New Star Of The Year - Actor,Harve Presnell,"Unsinkable Molly Brown, The"
330,1964,1965,New Star Of The Year - Actor,George Segal,"New Interns, The"
331,1964,1965,New Star Of The Year - Actor, Topol,Sallah
332,1964,1965,Actress In A Leading Role - Musical Or Comedy,Julie Andrews,Mary Poppins
333,1964,1965,Actor In A Television Series,Gene Barry,Burke's Law
334,1964,1965,Foreign Film - Foreign Language,"Italy, Vittorio De Sica",Marriage Italian Style
335,1964,1965,Foreign Film - English Language,"United Kingdom, Desmond Davis",Girl With Green Eyes
336,1964,1965,Actress In A Television Series,Mary Tyler Moore,"Dick Van Dyke Show, The"
337,1965,1966,Best Performance by an Actress in a Motion Picture - Drama,Samantha Eggar,"Collector, The"
338,1965,1966,Best Performance by an Actor in a Motion Picture - Drama,Omar Sharif,Doctor Zhivago
339,1965,1966,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Lee Marvin,Cat Ballou
340,1965,1966,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ruth Gordon,Inside Daisy Clover
341,1965,1966,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oskar Werner,"Spy Who Came in from the Cold, The"
342,1965,1966,Best Director - Motion Picture,David Lean,Doctor Zhivago
343,1965,1966,Best Screenplay - Motion Picture,Robert Bolt,Doctor Zhivago
344,1965,1966,Best Original Score - Motion Picture,Maurice Jarre,Doctor Zhivago
345,1965,1966,Best Original Song - Motion Picture,"Forget Domani, Riz Ortolani, Norman Newell",The Yellow Rolls-Royce
346,1965,1966,New Star Of The Year - Actress,Elizabeth Hartman,"Patch of Blue, A"
347,1965,1966,New Star Of The Year - Actor,Robert Redford,Inside Daisy Clover
348,1965,1966,Actress In A Leading Role - Musical Or Comedy,Julie Andrews,"Sound of Music, The"
349,1965,1966,Actor In A Television Series,David Janssen,"Fugitive, The (TV)"
350,1965,1966,Foreign Film - Foreign Language,"Italy, Federico Fellini",Juliet of the Spirits
351,1965,1966,Foreign Film - English Language,"United Kingdom, John Schlesinger",Darling
352,1965,1966,Actress In A Television Series,Anne Francis,Honey West
353,1966,1967,Best Performance by an Actress in a Motion Picture - Drama,Anouk Aimée,A Man And A Woman
354,1966,1967,Best Performance by an Actor in a Motion Picture - Drama,Paul Scofield,"Man for All Seasons, A"
355,1966,1967,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Arkin,"Russians Are Coming, The Russians Are Coming, The"
356,1966,1967,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jocelyn Lagarde,Hawaii
357,1966,1967,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Attenborough,The Sand Pebbles
358,1966,1967,Best Director - Motion Picture,Fred Zinnemann,"Man for All Seasons, A"
359,1966,1967,Best Screenplay - Motion Picture,Robert Bolt,"Man for All Seasons, A"
360,1966,1967,Best Original Score - Motion Picture,Elmer Bernstein,Hawaii
361,1966,1967,Best Original Song - Motion Picture,"Strangers In The Night, Bert Kaempfert, Charles Singleton, Eddie Snyder",A Man Could Get Killed
362,1966,1967,New Star Of The Year - Actress,Camilla Sparv,Dead Heat on a Merry-Go-Round
363,1966,1967,New Star Of The Year - Actor,James Farentino,"Pad, The"
364,1966,1967,Actress In A Leading Role - Musical Or Comedy,Lynn Redgrave,Georgy Girl
365,1966,1967,Actor In A Television Series,Dean Martin,"Dean Martin Show, The"
366,1966,1967,Foreign Film - Foreign Language,"France, Claude Lelouch",A Man And A Woman
367,1966,1967,Foreign Film - English Language,"United Kingdom, Lewis Gilbert",Alfie (1966)
368,1966,1967,Actress In A Television Series,Marlo Thomas,That Girl
369,1967,1968,Best Performance by an Actress in a Motion Picture - Drama,Edith Evans,The Whisperers
370,1967,1968,Best Performance by an Actor in a Motion Picture - Drama,Rod Steiger,In the Heat of the Night
371,1967,1968,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Harris,Camelot
372,1967,1968,Best Performance by an Actress in a Supporting Role in any Motion Picture,Carol Channing,Thoroughly Modern Millie
373,1967,1968,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Attenborough,Doctor Dolittle
374,1967,1968,Best Director - Motion Picture,Mike Nichols,"Graduate, The"
375,1967,1968,Best Screenplay - Motion Picture,Stirling Silliphant,In the Heat of the Night
376,1967,1968,Best Original Score - Motion Picture,Frederick Loewe,Camelot
377,1967,1968,Best Original Song - Motion Picture,"If Ever I Would Leave You, Frederick Loewe, Alan Jay Lerner",Camelot
378,1967,1968,New Star Of The Year - Actress,Katharine Ross,"Graduate, The"
379,1967,1968,New Star Of The Year - Actor,Dustin Hoffman,"Graduate, The"
380,1967,1968,Actress In A Leading Role - Musical Or Comedy,Anne Bancroft,"Graduate, The"
381,1967,1968,Actor In A Television Series,Martin Landau,Mission: Impossible
382,1967,1968,Foreign Film - Foreign Language,"France, Claude Lelouch",Live For Life
383,1967,1968,Foreign Film - English Language,"Canada, Mark Rydell",The Fox
384,1967,1968,Actress In A Television Series,Carol Burnett,"Carol Burnett Show, The"
385,1968,1969,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Rachel, Rachel"
386,1968,1969,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,The Lion in Winter
387,1968,1969,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ron Moody,Oliver!
388,1968,1969,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ruth Gordon,Rosemary's Baby
389,1968,1969,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Massey,Star!
390,1968,1969,Best Director - Motion Picture,Paul Newman,"Rachel, Rachel"
391,1968,1969,Best Screenplay - Motion Picture,Stirling Silliphant,Charly
392,1968,1969,Best Original Score - Motion Picture,Alex North,"Shoes of the Fisherman, The"
393,1968,1969,Best Original Song - Motion Picture,"The Windmills Of Your Mind, Michel Legrand, Alan Bergman, Marilyn Bergman","Thomas Crown Affair, The"
394,1968,1969,New Star Of The Year - Actress,Olivia Hussey,Romeo and Juliet
395,1968,1969,New Star Of The Year - Actor,Leonard Whiting,Romeo and Juliet
396,1968,1969,Actress In A Leading Role - Musical Or Comedy,Barbra Streisand,Funny Girl
397,1968,1969,Actor In A Television Series,Carl Betz,Judd for the Defense
398,1968,1969,Foreign Film - Foreign Language,"United Soviet Socialist Republics, Sergei Bondarchuk",War and Peace (1966)
399,1968,1969,Foreign Film - English Language,"Italy, Franco Zeffirelli",Romeo and Juliet
400,1968,1969,Actress In A Television Series,Diahann Carroll,Julia (TV)
401,1969,1970,Best Performance by an Actress in a Motion Picture - Drama,Geneviève Bujold,Anne of the Thousand Days
402,1969,1970,Best Performance by an Actor in a Motion Picture - Drama,John Wayne,True Grit
403,1969,1970,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter O'Toole,"Goodbye, Mr. Chips"
404,1969,1970,Best Performance by an Actress in a Supporting Role in any Motion Picture,Goldie Hawn,Cactus Flower
405,1969,1970,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gig Young,"They Shoot Horses, Don't They?"
406,1969,1970,Best Director - Motion Picture,Charles Jarrott,Anne of the Thousand Days
407,1969,1970,Best Screenplay - Motion Picture,Bridget Boland,Anne of the Thousand Days
408,1969,1970,Best Original Score - Motion Picture,Burt Bacharach,Butch Cassidy and The Sundance Kid
409,1969,1970,Best Original Song - Motion Picture,"Jean, Rod McKuen","Prime of Miss Jean Brodie, The"
410,1969,1970,New Star Of The Year - Actress,Ali MacGraw,"Goodbye, Columbus"
411,1969,1970,New Star Of The Year - Actor,Jon Voight,Midnight Cowboy
412,1969,1970,Actor In A Television Series - Musical Or Comedy,Dan Dailey,"Governor and J. J., The"
413,1969,1970,Actor In A Television Series - Drama,Mike Connors,Mannix
414,1969,1970,Actress In A Leading Role - Musical Or Comedy,Patty Duke,"Me, Natalie"
415,1969,1970,Foreign Film - Foreign Language,"Algeria, Constantin Costa-Gavras",Z
416,1969,1970,Foreign Film - English Language,"United Kingdom, Richard Attenborough",Oh! What a Lovely War
417,1969,1970,Actress In A Television Series - Drama,Linda Cristal,High Chaparral
418,1969,1970,Actress In A Television Series - Musical Or Comedy,Carol Burnett,"Carol Burnett Show, The"
419,1969,1970,Actress In A Television Series - Musical Or Comedy,Julie Sommars,"Governor and J. J., The"
420,1970,1971,Best Performance by an Actress in a Motion Picture - Drama,Ali MacGraw,Love Story
421,1970,1971,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,Patton
422,1970,1971,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Scrooge
423,1970,1971,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black,Five Easy Pieces
424,1970,1971,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Airport
425,1970,1971,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Mills,Ryan's Daughter
426,1970,1971,Best Director - Motion Picture,Arthur Hiller,Love Story
427,1970,1971,Best Screenplay - Motion Picture,Erich Segal,Love Story
428,1970,1971,Best Original Score - Motion Picture,Francis Lai,Love Story
429,1970,1971,Best Original Song - Motion Picture,"Whistling Away the Dark, Henry Mancini, Johnny Mercer",Darling Lili
430,1970,1971,Best Performance by an Actress In A Television Series - Drama,Peggy Lipton,"Mod Squad, The"
431,1970,1971,Best Performance by an Actor In A Television Series - Drama,Peter Graves,Mission: Impossible
432,1970,1971,Best Performance by an Actress in a Television Series - Musical or Comedy,Mary Tyler Moore,"Mary Tyler Moore Show, The"
433,1970,1971,Best Performance by an Actor in a Television Series - Musical or Comedy,Flip Wilson,"Flip Wilson Show, The"
434,1970,1971,New Star Of The Year - Actress,Carrie Snodgress,Diary of a Mad Housewife
435,1970,1971,New Star Of The Year - Actor,James Earl Jones,"Great White Hope, The"
436,1970,1971,Actress In A Leading Role - Musical Or Comedy,Carrie Snodgress,Diary of a Mad Housewife
437,1970,1971,Actor In A Supporting Role - Television Series,James Brolin,"Marcus Welby, M.D."
438,1970,1971,Actress In A Supporting Role - Television Series,Gail Fisher,Mannix
439,1970,1971,Foreign Film - Foreign Language,"France, René Clément",Rider on the Rain
440,1970,1971,Foreign Film - English Language,"United Kingdom, Ken Russell",Women In Love
441,1971,1972,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Klute
442,1971,1972,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman,"French Connection, The"
443,1971,1972,Best Performance by an Actor in a Motion Picture - Musical or Comedy, Topol,Fiddler on the Roof
444,1971,1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann-Margret,Carnal Knowledge
445,1971,1972,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Johnson,"Last Picture Show, The"
446,1971,1972,Best Director - Motion Picture,William Friedkin,"French Connection, The"
447,1971,1972,Best Screenplay - Motion Picture,Paddy Chayefsky,The Hospital
448,1971,1972,Best Original Score - Motion Picture,Isaac Hayes,Shaft
449,1971,1972,Best Original Song - Motion Picture,"Life Is What You Make It, Marvin Hamlisch, Johnny Mercer",Kotch
450,1971,1972,New Star Of The Year - Actress,Twiggy,"Boy Friend, The"
451,1971,1972,New Star Of The Year - Actor,Desi Arnaz Jr.,Red Sky at Morning
452,1971,1972,Actress In A Supporting Role - Series Or Television Movie,Sue Ane Langdon,Arnie
453,1971,1972,Actress In A Leading Role - Drama Series Or Television Movie,Patricia Neal,"Homecoming, The"
454,1971,1972,Actress In A Leading Role - Musical Or Comedy,Twiggy,"Boy Friend, The"
455,1971,1972,Actor In A Leading Role - Drama Series Or Television Movie,Robert Young,"Marcus Welby, M.D."
456,1971,1972,Actor In A Leading Role - Musical Or Comedy Series Or Television Movie,Carroll O'Connor,All In The Family
457,1971,1972,Actor In A Supporting Role - Series Or Television Movie,Ed Asner,"Mary Tyler Moore Show, The"
458,1971,1972,Actress In A Leading Role - Musical Or Comedy Series Or Television Movie,Carol Burnett,"Carol Burnett Show, The"
459,1971,1972,Foreign Film - Foreign Language,"Israel, Ephraim Kishon","Policeman, The"
460,1971,1972,Foreign Film - English Language,"United Kingdom, John Schlesinger",Sunday Bloody Sunday
461,1972,1973,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann,"Emigrants, The"
462,1972,1973,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,"Godfather, The"
463,1972,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli,Cabaret
464,1972,1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon,Avanti!
465,1972,1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters,"Poseidon Adventure, The"
466,1972,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey,Cabaret
467,1972,1973,Best Director - Motion Picture,Francis Ford Coppola,"Godfather, The"
468,1972,1973,Best Screenplay - Motion Picture,Francis Ford Coppola,"Godfather, The"
469,1972,1973,Best Original Score - Motion Picture,Nino Rota,"Godfather, The"
470,1972,1973,Best Original Song - Motion Picture,"Ben, Don Black, Walter Scharf",Ben
471,1972,1973,Best Performance by an Actress In A Television Series - Drama,Gail Fisher,Mannix
472,1972,1973,Best Performance by an Actor In A Television Series - Drama,Peter Falk,Columbo
473,1972,1973,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family
474,1972,1973,Best Performance by an Actor in a Television Series - Musical or Comedy,Redd Foxx,Sanford and Son
475,1972,1973,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ruth Buzzi,Rowan & Martin's Laugh-In
476,1972,1973,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",James Brolin,"Marcus Welby, M.D."
477,1972,1973,New Star Of The Year - Actress,Diana Ross,Lady Sings the Blues
478,1972,1973,New Star Of The Year - Actor,Edward Albert,Butterflies Are Free
479,1972,1973,Foreign Film - Foreign Language,"Sweden, Jan Troell","Emigrants, The"
480,1972,1973,Foreign Film - Foreign Language,"Sweden, Jan Troell","New Land, The"
481,1972,1973,Foreign Film - English Language,"United Kingdom, Richard Attenborough",Young Winston
482,1973,1974,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason,Cinderella Liberty
483,1973,1974,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Serpico
484,1973,1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Glenda Jackson,"Touch of Class, A"
485,1973,1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Segal,"Touch of Class, A"
486,1973,1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Blair,"Exorcist, The"
487,1973,1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Houseman,"Paper Chase, The"
488,1973,1974,Best Director - Motion Picture,William Friedkin,"Exorcist, The"
489,1973,1974,Best Screenplay - Motion Picture,William Peter Blatty,"Exorcist, The"
490,1973,1974,Best Motion Picture - Foreign Language,"Pedestrian, The","West Germany, Maximilian Schell"
491,1973,1974,Best Original Score - Motion Picture,Neil Diamond,Jonathan Livingston Seagull
492,1973,1974,Best Original Song - Motion Picture,"Way We Were, The, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Way We Were, The"
493,1973,1974,Best Performance by an Actress In A Television Series - Drama,Lee Remick,"Blue Knight, The"
494,1973,1974,Best Performance by an Actor In A Television Series - Drama,James Stewart,Hawkins
495,1973,1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Cher,The Sonny and Cher Comedy Hour
496,1973,1974,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton,All In The Family
497,1973,1974,Best Performance by an Actor in a Television Series - Musical or Comedy,Jack Klugman,"Odd Couple, The (1970)"
498,1973,1974,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ellen Corby,"Waltons, The"
499,1973,1974,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",McLean Stevenson,M*A*S*H (TV Show)
500,1973,1974,New Star Of The Year - Actress,Tatum O'Neal,Paper Moon
501,1973,1974,New Star Of The Year - Actor,Paul Le Mat,American Graffiti
502,1974,1975,Best Performance by an Actress in a Motion Picture - Drama,Gena Rowlands,"Woman Under The Influence, A"
503,1974,1975,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Chinatown
504,1974,1975,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Raquel Welch,"Three Musketeers, The"
505,1974,1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Art Carney,Harry & Tonto
506,1974,1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black,"Great Gatsby, The"
507,1974,1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire,The Towering Inferno
508,1974,1975,Best Director - Motion Picture,Roman Polanski,Chinatown
509,1974,1975,Best Screenplay - Motion Picture,Robert Towne,Chinatown
510,1974,1975,Best Motion Picture - Foreign Language,Scenes From a Marriage,"Sweden, Ingmar Bergman"
511,1974,1975,Best Original Score - Motion Picture,"Alan Jay Lerner, Frederick Loewe","Little Prince, The"
512,1974,1975,Best Original Song - Motion Picture,"Benji's Theme (I Feel Love), Euel Box, Betty Box",Benji
513,1974,1975,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson,Police Woman
514,1974,1975,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak
515,1974,1975,Best Performance by an Actress in a Television Series - Musical or Comedy,Valerie Harper,Rhoda
516,1974,1975,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show)
517,1974,1975,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Betty Garrett,All In The Family
518,1974,1975,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Harvey Korman,"Carol Burnett Show, The"
519,1974,1975,New Star Of The Year - Actress,Susan Flannery,The Towering Inferno
520,1974,1975,New Star Of The Year - Actor,Joseph Bottoms,"Dove, The"
521,1975,1976,Best Performance by an Actress in a Motion Picture - Drama,Louise Fletcher,One Flew Over The Cuckoo's Nest
522,1975,1976,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,One Flew Over The Cuckoo's Nest
523,1975,1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ann-Margret,Tommy
524,1975,1976,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,"Sunshine Boys, The"
525,1975,1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough
526,1975,1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Benjamin,"Sunshine Boys, The"
527,1975,1976,Best Director - Motion Picture,Milos Forman,One Flew Over The Cuckoo's Nest
528,1975,1976,Best Screenplay - Motion Picture,Bo Goldman,One Flew Over The Cuckoo's Nest
529,1975,1976,Best Motion Picture - Foreign Language,Lies My Father Told Me,"Canada, Ján Kadár"
530,1975,1976,Best Original Score - Motion Picture,John Williams,Jaws
531,1975,1976,Best Original Song - Motion Picture,"I'm Easy, Keith Carradine",Nashville
532,1975,1976,Best Performance by an Actress In A Television Series - Drama,Lee Remick,Jennie: Lady Randolph Churchill
533,1975,1976,Best Performance by an Actor In A Television Series - Drama,Robert Blake,Baretta
534,1975,1976,Best Performance by an Actor In A Television Series - Drama,Telly Savalas,Kojak
535,1975,1976,Best Performance by an Actress in a Television Series - Musical or Comedy,Cloris Leachman,Phyllis
536,1975,1976,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show)
537,1975,1976,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hermione Baddeley,Maude
538,1975,1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,"Mary Tyler Moore Show, The"
539,1975,1976,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tim Conway,"Carol Burnett Show, The"
540,1975,1976,New Star Of The Year - Actress,Marilyn Hassett,"Other Side of the Mountain, The"
541,1975,1976,New Star Of The Year - Actor,Brad Dourif,One Flew Over The Cuckoo's Nest
542,1976,1977,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Network
543,1976,1977,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch,Network
544,1976,1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand,"Star Is Born, A (1976)"
545,1976,1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kris Kristofferson,"Star Is Born, A (1976)"
546,1976,1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katharine Ross,Voyage of the Damned
547,1976,1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier,Marathon Man
548,1976,1977,Best Director - Motion Picture,Sidney Lumet,Network
549,1976,1977,Best Screenplay - Motion Picture,Paddy Chayefsky,Network
550,1976,1977,Best Motion Picture - Foreign Language,Face to Face,"Sweden, Ingmar Bergman"
551,1976,1977,Best Original Score - Motion Picture,"Paul Williams, Kenny Ascher","Star Is Born, A (1976)"
552,1976,1977,Best Original Song - Motion Picture,"Evergreen , Barbra Streisand, Paul Williams","Star Is Born, A (1976)"
553,1976,1977,Best Performance by an Actress In A Television Series - Drama,Susan Blakely,"Rich Man, Poor Man"
554,1976,1977,Best Performance by an Actor In A Television Series - Drama,Richard Jordan,Captains and the Kings
555,1976,1977,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,"Carol Burnett Show, The"
556,1976,1977,Best Performance by an Actor in a Television Series - Musical or Comedy,Henry Winkler,Happy Days
557,1976,1977,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josette Banzet,"Rich Man, Poor Man"
558,1976,1977,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner,"Rich Man, Poor Man"
559,1976,1977,New Star Of The Year - Actor,Arnold Schwarzenegger,Stay Hungry
560,1977,1978,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Julia
561,1977,1978,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton,Equus
562,1977,1978,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton,Annie Hall
563,1977,1978,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marsha Mason,"Goodbye Girl, The"
564,1977,1978,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Dreyfuss,"Goodbye Girl, The"
565,1977,1978,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vanessa Redgrave,Julia
566,1977,1978,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Firth,Equus
567,1977,1978,Best Director - Motion Picture,Herbert Ross,"Turning Point, The"
568,1977,1978,Best Screenplay - Motion Picture,Neil Simon,"Goodbye Girl, The"
569,1977,1978,Best Motion Picture - Foreign Language,"Special Day, A","Italy, Ettore Scola"
570,1977,1978,Best Original Score - Motion Picture,John Williams,Star Wars: Episode IV - A New Hope
571,1977,1978,Best Original Song - Motion Picture,"You Light Up My Life, Joseph Brooks",You Light Up My Life
572,1977,1978,Best Performance by an Actress In A Television Series - Drama,Lesley Ann Warren,79 Park Avenue
573,1977,1978,Best Performance by an Actor In A Television Series - Drama,Ed Asner,Lou Grant
574,1977,1978,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett,"Carol Burnett Show, The"
575,1977,1978,Best Performance by an Actor in a Television Series - Musical or Comedy,Ron Howard,Happy Days
576,1977,1978,Best Performance by an Actor in a Television Series - Musical or Comedy,Henry Winkler,Happy Days
577,1978,1979,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Coming Home
578,1978,1979,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Coming Home
579,1978,1979,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn,"Same Time, Next Year"
580,1978,1979,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,California Suite
581,1978,1979,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty,Heaven Can Wait
582,1978,1979,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dyan Cannon,Heaven Can Wait
583,1978,1979,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt,Midnight Express
584,1978,1979,Best Director - Motion Picture,Michael Cimino,"Deer Hunter, The"
585,1978,1979,Best Screenplay - Motion Picture,Oliver Stone,Midnight Express
586,1978,1979,Best Motion Picture - Foreign Language,Autumn Sonata,"Sweden, Ingmar Bergman"
587,1978,1979,Best Original Score - Motion Picture,Giorgio Moroder,Midnight Express
588,1978,1979,Best Original Song - Motion Picture,"Last Dance, Alec Constandinos",Thank God It's Friday
589,1978,1979,Best Performance by an Actress In A Television Series - Drama,Rosemary Harris,Holocaust
590,1978,1979,Best Performance by an Actor In A Television Series - Drama,Michael Moriarty,Holocaust
591,1978,1979,Best Performance by an Actress in a Television Series - Musical or Comedy,Linda Lavin,Alice
592,1978,1979,Best Performance by an Actor in a Television Series - Musical or Comedy,Robin Williams,Mork & Mindy
593,1978,1979,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday,Alice
594,1978,1979,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Norman Fell,Three's Company
595,1978,1979,New Star Of The Year - Actress,Irene Miracle,Midnight Express
596,1978,1979,New Star Of The Year - Actor,Brad Davis,Midnight Express
597,1979,1980,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Norma Rae
598,1979,1980,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Kramer vs. Kramer
599,1979,1980,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler,"Rose, The"
600,1979,1980,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers,Being There
601,1979,1980,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Kramer vs. Kramer
602,1979,1980,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Being There
603,1979,1980,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Duvall,Apocalypse Now
604,1979,1980,Best Director - Motion Picture,Francis Ford Coppola,Apocalypse Now
605,1979,1980,Best Screenplay - Motion Picture,Robert Benton,Kramer vs. Kramer
606,1979,1980,Best Motion Picture - Foreign Language,"Cage aux Folles, La","France, Édouard Molinaro"
607,1979,1980,Best Original Score - Motion Picture,Carmine Coppola,Apocalypse Now
608,1979,1980,Best Original Song - Motion Picture,"The Rose, Amanda McBroom","Rose, The"
609,1979,1980,Best Performance by an Actress In A Television Series - Drama,Natalie Wood,From Here to Eternity (TV Mini-Series)
610,1979,1980,Best Performance by an Actor In A Television Series - Drama,Ed Asner,Lou Grant
611,1979,1980,Best Performance by an Actress in a Television Series - Musical or Comedy,Linda Lavin,Alice
612,1979,1980,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show)
613,1979,1980,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday,Alice
