,movie_title,nominee,category,year_released,year_awarded,win
332,"Court Jester, The",Danny Kaye,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1956,1957,False
333,"Bad Seed, The",Eileen Heckart,Best Performance by an Actress in a Supporting Role in any Motion Picture,1956,1957,True
334,Friendly Persuasion,Marjorie Main,Best Performance by an Actress in a Supporting Role in any Motion Picture,1956,1957,False
335,Written on the Wind,Dorothy Malone,Best Performance by an Actress in a Supporting Role in any Motion Picture,1956,1957,False
336,"Bad Seed, The",Patty McCormack,Best Performance by an Actress in a Supporting Role in any Motion Picture,1956,1957,False
337,Baby Doll,Mildred Dunnock,Best Performance by an Actress in a Supporting Role in any Motion Picture,1956,1957,False
338,"Rainmaker, The",Earl Holliman,Best Performance by an Actor in a Supporting Role in any Motion Picture,1956,1957,True
339,"Teahouse of the August Moon, The",Eddie Albert,Best Performance by an Actor in a Supporting Role in any Motion Picture,1956,1957,False
340,War and Peace,Oscar Homolka,Best Performance by an Actor in a Supporting Role in any Motion Picture,1956,1957,False
341,Lust For Life,Anthony Quinn,Best Performance by an Actor in a Supporting Role in any Motion Picture,1956,1957,False
342,Baby Doll,Eli Wallach,Best Performance by an Actor in a Supporting Role in any Motion Picture,1956,1957,False
343,Baby Doll,Elia Kazan,Best Director - Motion Picture,1956,1957,True
344,Around the World in 80 Days,Michael Anderson,Best Director - Motion Picture,1956,1957,False
345,Lust For Life,Vincente Minnelli,Best Director - Motion Picture,1956,1957,False
346,Giant,George Stevens,Best Director - Motion Picture,1956,1957,False
347,War and Peace,King Vidor,Best Director - Motion Picture,1956,1957,False
348,,Mervyn LeRoy,Cecil B. deMille Award,1956,1957,False
349,Battle Hymn,Douglas Sirk,Promoting International Understanding,1956,1957,True
350,"Brave One, The (1956)",Irving Rapper,Promoting International Understanding,1956,1957,False
351,Friendly Persuasion,William Wyler,Promoting International Understanding,1956,1957,False
352,"King and I, The",Walter Lang,Promoting International Understanding,1956,1957,False
353,"Teahouse of the August Moon, The",Daniel Mann,Promoting International Understanding,1956,1957,False
354,,Cheyenne,Television Achievement,1956,1957,True
355,,Matinee Theatre,Television Achievement,1956,1957,True
356,,"Mickey Mouse Club, The",Television Achievement,1956,1957,True
357,,Playhouse 90,Television Achievement,1956,1957,True
358,,This Is Your Life,Television Achievement,1956,1957,True
359,,Dimitri Tiomkin,Special Achievement Award,1956,1957,False
360,,Edwin Schallert,Special Achievement Award,1956,1957,False
361,,Elizabeth Taylor,Special Achievement Award,1956,1957,False
362,Baby Doll,Carroll Baker,New Star Of The Year - Actress,1956,1957,True
363,Giant,Carroll Baker,New Star Of The Year - Actress,1956,1957,True
364,"Girl Can't Help It, The",Jayne Mansfield,New Star Of The Year - Actress,1956,1957,True
365,Rebel Without a Cause,Natalie Wood,New Star Of The Year - Actress,1956,1957,True
366,Giant,Jayne Mansfield,New Star Of The Year - Actress,1956,1957,False
367,,Taina Elg,New Foreign Star Of The Year - Actress,1956,1957,True
368,,Jacques Bergerac,New Foreign Star Of The Year - Actor,1956,1957,True
369,Tea and Sympathy,John Kerr,New Star Of The Year - Actor,1956,1957,True
370,"Silver Chalice, The",Paul Newman,New Star Of The Year - Actor,1956,1957,True
371,Friendly Persuasion,Anthony Perkins,New Star Of The Year - Actor,1956,1957,True
372,"King and I, The",Deborah Kerr,Actress In A Leading Role - Musical Or Comedy,1956,1957,True
373,"Solid Gold Cadillac, The",Judy Holliday,Actress In A Leading Role - Musical Or Comedy,1956,1957,False
374,"Teahouse of the August Moon, The",Machiko Kyo,Actress In A Leading Role - Musical Or Comedy,1956,1957,False
375,Bus Stop,Marilyn Monroe,Actress In A Leading Role - Musical Or Comedy,1956,1957,False
376,Bundle of Joy,Debbie Reynolds,Actress In A Leading Role - Musical Or Comedy,1956,1957,False
377,Before Sundown,"West Germany, Gottfried Reinhardt",Foreign Film - Foreign Language,1956,1957,True
378,A Girl In Black,"Greece, Michael Cacoyannis",Foreign Film - Foreign Language,1956,1957,True
379,The Rose On His Arm,"Japan, Keisuke Kinoshita",Foreign Film - Foreign Language,1956,1957,True
380,War and Peace,"Italy, King Vidor",Foreign Film - Foreign Language,1956,1957,True
381,The White Reindeer,"Finland, Erik Blomberg",Foreign Film - Foreign Language,1956,1957,True
382,Richard III  (1955),"United Kingdom, Laurence Olivier",Foreign Film - English Language,1956,1957,True
383,,James Dean,Henrietta Award (World Film Favorites),1956,1957,True
384,,Kim Novak,Henrietta Award (World Film Favorites),1956,1957,True
385,,Ronald Reagan,Hollywood Citizenship Award,1956,1957,True
386,,"Bridge on the River Kwai, The",Best Motion Picture - Drama,1957,1958,True
387,,12 Angry Men (1957),Best Motion Picture - Drama,1957,1958,False
388,,Wild is the Wind,Best Motion Picture - Drama,1957,1958,False
389,,Witness for the Prosecution,Best Motion Picture - Drama,1957,1958,False
390,,Sayonara,Best Motion Picture - Drama,1957,1958,False
391,,Les Girls,Best Motion Picture - Musical or Comedy,1957,1958,True
392,,Don't Go Near The Water,Best Motion Picture - Musical or Comedy,1957,1958,False
393,,Love in the Afternoon,Best Motion Picture - Musical or Comedy,1957,1958,False
394,,Pal Joey,Best Motion Picture - Musical or Comedy,1957,1958,False
395,,Silk Stockings,Best Motion Picture - Musical or Comedy,1957,1958,False
396,"Three Faces of Eve, The",Joanne Woodward,Best Performance by an Actress in a Motion Picture - Drama,1957,1958,True
397,Witness for the Prosecution,Marlene Dietrich,Best Performance by an Actress in a Motion Picture - Drama,1957,1958,False
398,"Heaven Knows, Mr. Allison",Deborah Kerr,Best Performance by an Actress in a Motion Picture - Drama,1957,1958,False
399,Wild is the Wind,Anna Magnani,Best Performance by an Actress in a Motion Picture - Drama,1957,1958,False
400,"Hatful of Rain, A",Eva Marie Saint,Best Performance by an Actress in a Motion Picture - Drama,1957,1958,False
401,"Bridge on the River Kwai, The",Alec Guinness,Best Performance by an Actor in a Motion Picture - Drama,1957,1958,True
402,Sayonara,Marlon Brando,Best Performance by an Actor in a Motion Picture - Drama,1957,1958,False
403,12 Angry Men (1957),Henry Fonda,Best Performance by an Actor in a Motion Picture - Drama,1957,1958,False
404,"Hatful of Rain, A",Anthony Franciosa,Best Performance by an Actor in a Motion Picture - Drama,1957,1958,False
405,Witness for the Prosecution,Charles Laughton,Best Performance by an Actor in a Motion Picture - Drama,1957,1958,False
406,Pal Joey,Frank Sinatra,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1957,1958,True
407,Don't Go Near The Water,Glenn Ford,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1957,1958,False
408,My Man Godfrey,David Niven,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1957,1958,False
409,Will Success Spoil Rock Hunter?,Tony Randall,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1957,1958,False
410,Love in the Afternoon,Maurice Chevalier,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1957,1958,False
411,Witness for the Prosecution,Elsa Lanchester,Best Performance by an Actress in a Supporting Role in any Motion Picture,1957,1958,True
412,Peyton Place,Mildred Dunnock,Best Performance by an Actress in a Supporting Role in any Motion Picture,1957,1958,False
413,Peyton Place,Hope Lange,Best Performance by an Actress in a Supporting Role in any Motion Picture,1957,1958,False
414,"Story of Esther Costello, The",Heather Sears,Best Performance by an Actress in a Supporting Role in any Motion Picture,1957,1958,False
415,Sayonara,Miyoshi Umeki,Best Performance by an Actress in a Supporting Role in any Motion Picture,1957,1958,False
416,Sayonara,Red Buttons,Best Performance by an Actor in a Supporting Role in any Motion Picture,1957,1958,True
417,"Bridge on the River Kwai, The",Sessue Hayakawa,Best Performance by an Actor in a Supporting Role in any Motion Picture,1957,1958,False
418,Raintree County,Nigel Patrick,Best Performance by an Actor in a Supporting Role in any Motion Picture,1957,1958,False
419,"Great Man, The",Ed Wynn,Best Performance by an Actor in a Supporting Role in any Motion Picture,1957,1958,False
420,12 Angry Men (1957),Lee J. Cobb,Best Performance by an Actor in a Supporting Role in any Motion Picture,1957,1958,False
421,"Bridge on the River Kwai, The",David Lean,Best Director - Motion Picture,1957,1958,True
422,Sayonara,Joshua Logan,Best Director - Motion Picture,1957,1958,False
423,12 Angry Men (1957),Sidney Lumet,Best Director - Motion Picture,1957,1958,False
424,Witness for the Prosecution,Billy Wilder,Best Director - Motion Picture,1957,1958,False
425,"Hatful of Rain, A",Fred Zinnemann,Best Director - Motion Picture,1957,1958,False
426,,Buddy Adler,Cecil B. deMille Award,1957,1958,False
427,"Happy Road, The",Gene Kelly,Promoting International Understanding,1957,1958,True
428,,Jack Benny,Television Achievement,1957,1958,True
429,,Eddie Fisher,Television Achievement,1957,1958,True
430,,Alfred Hitchcock,Television Achievement,1957,1958,True
431,,Mike Wallace,Television Achievement,1957,1958,True
432,,Hugo Friedhofer,Special Achievement Award,1957,1958,False
433,,Zsa Zsa Gabor,Special Achievement Award,1957,1958,False
434,,Bob Hope,Special Achievement Award,1957,1958,False
435,,Le Roy Prinze,Special Achievement Award,1957,1958,False
436,,Jean Simmons,Special Achievement Award,1957,1958,False
437,Until They Sail,Sandra Dee,New Star Of The Year - Actress,1957,1958,True
438,,Carolyn Jones,New Star Of The Year - Actress,1957,1958,True
439,Peyton Place,Diane Varsi,New Star Of The Year - Actress,1957,1958,True
440,Sayonara,James Garner,New Star Of The Year - Actor,1957,1958,True
441,This Happy Feeling,John Saxon,New Star Of The Year - Actor,1957,1958,True
442,The Searchers,Patrick Wayne,New Star Of The Year - Actor,1957,1958,True
443,Les Girls,Taina Elg,Actress In A Leading Role - Musical Or Comedy,1957,1958,True
444,Les Girls,Kay Kendall,Actress In A Leading Role - Musical Or Comedy,1957,1958,True
445,Silk Stockings,Cyd Charisse,Actress In A Leading Role - Musical Or Comedy,1957,1958,False
446,Love in the Afternoon,Audrey Hepburn,Actress In A Leading Role - Musical Or Comedy,1957,1958,False
447,This Could Be the Night,Jean Simmons,Actress In A Leading Role - Musical Or Comedy,1957,1958,False
448,Confessions Of Felix Krull,"West Germany, Kurt Hoffmann",Foreign Film - Foreign Language,1957,1958,True
449,Tizoc,"Mexico, Ismael Rodríguez",Foreign Film - Foreign Language,1957,1958,True
450,Kiiroi karasu (Yellow Crow),"Japan, Heinosuke Gosho",Foreign Film - Foreign Language,1957,1958,True
451,Woman In A Dressing Gown,"United Kingdom, J. Lee Thompson",Foreign Film - English Language,1957,1958,True
452,,Tony Curtis,Henrietta Award (World Film Favorites),1957,1958,True
453,,Doris Day,Henrietta Award (World Film Favorites),1957,1958,True
454,,"Defiant Ones, The",Best Motion Picture - Drama,1958,1959,True
455,,Home Before Dark,Best Motion Picture - Drama,1958,1959,False
456,,I Want To Live!,Best Motion Picture - Drama,1958,1959,False
457,,Separate Tables,Best Motion Picture - Drama,1958,1959,False
458,,Cat on a Hot Tin Roof,Best Motion Picture - Drama,1958,1959,False
459,I Want To Live!,Susan Hayward,Best Performance by an Actress in a Motion Picture - Drama,1958,1959,True
460,"Inn of the Sixth Happiness, The",Ingrid Bergman,Best Performance by an Actress in a Motion Picture - Drama,1958,1959,False
461,Separate Tables,Deborah Kerr,Best Performance by an Actress in a Motion Picture - Drama,1958,1959,False
462,Some Came Running,Shirley MacLaine,Best Performance by an Actress in a Motion Picture - Drama,1958,1959,False
463,Home Before Dark,Jean Simmons,Best Performance by an Actress in a Motion Picture - Drama,1958,1959,False
464,Separate Tables,David Niven,Best Performance by an Actor in a Motion Picture - Drama,1958,1959,True
465,"Defiant Ones, The",Tony Curtis,Best Performance by an Actor in a Motion Picture - Drama,1958,1959,False
466,"Defiant Ones, The",Sidney Poitier,Best Performance by an Actor in a Motion Picture - Drama,1958,1959,False
467,"Inn of the Sixth Happiness, The",Robert Donat,Best Performance by an Actor in a Motion Picture - Drama,1958,1959,False
468,"Old Man and the Sea, The",Spencer Tracy,Best Performance by an Actor in a Motion Picture - Drama,1958,1959,False
469,Me and the Colonel,Danny Kaye,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1958,1959,True
470,Gigi,Maurice Chevalier,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1958,1959,False
471,Teacher's Pet,Clark Gable,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1958,1959,False
472,Indiscreet,Cary Grant,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1958,1959,False
473,Gigi,Louis Jourdan,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1958,1959,False
474,Gigi,Hermione Gingold,Best Performance by an Actress in a Supporting Role in any Motion Picture,1958,1959,True
475,Lonelyhearts,Maureen Stapleton,Best Performance by an Actress in a Supporting Role in any Motion Picture,1958,1959,False
476,"Defiant Ones, The",Cara Williams,Best Performance by an Actress in a Supporting Role in any Motion Picture,1958,1959,False
477,Auntie Mame,Peggy Cass,Best Performance by an Actress in a Supporting Role in any Motion Picture,1958,1959,False
478,Separate Tables,Wendy Hiller,Best Performance by an Actress in a Supporting Role in any Motion Picture,1958,1959,False
479,"Big Country, The",Burl Ives,Best Performance by an Actor in a Supporting Role in any Motion Picture,1958,1959,True
480,Houseboat,Harry Guardino,Best Performance by an Actor in a Supporting Role in any Motion Picture,1958,1959,False
481,"Proud Rebel, The",David Ladd,Best Performance by an Actor in a Supporting Role in any Motion Picture,1958,1959,False
482,Teacher's Pet,Gig Young,Best Performance by an Actor in a Supporting Role in any Motion Picture,1958,1959,False
483,Home Before Dark,Efrem Zimbalist Jr.,Best Performance by an Actor in a Supporting Role in any Motion Picture,1958,1959,False
484,Gigi,Vincente Minnelli,Best Director - Motion Picture,1958,1959,True
485,Cat on a Hot Tin Roof,Richard Brooks,Best Director - Motion Picture,1958,1959,False
486,"Defiant Ones, The",Stanley Kramer,Best Director - Motion Picture,1958,1959,False
487,Separate Tables,Delbert Mann,Best Director - Motion Picture,1958,1959,False
488,I Want To Live!,Robert Wise,Best Director - Motion Picture,1958,1959,False
489,,Maurice Chevalier,Cecil B. deMille Award,1958,1959,False
490,,Gigi,Picture - Musical,1958,1959,True
491,,Damn Yankees,Picture - Musical,1958,1959,False
492,,Tom Thumb,Picture - Musical,1958,1959,False
493,"Inn of the Sixth Happiness, The",Mark Robson,Promoting International Understanding,1958,1959,True
494,"Defiant Ones, The",Stanley Kramer,Promoting International Understanding,1958,1959,False
495,Me and the Colonel,Peter Glenville,Promoting International Understanding,1958,1959,False
496,"Time to Love and a Time to Die, A",Douglas Sirk,Promoting International Understanding,1958,1959,False
497,"Young Lions, The",Edward Dmytryk,Promoting International Understanding,1958,1959,False
