,imdb_id,movie_title,year_released,genre,country,avg_vote,worldwide_gross_income,reviews_from_users,reviews_from_critics
47068,tt0446298,Civic Duty,2006,"Drama, Thriller","UK, USA, Canada",6.2,"$108,187",37.0,49.0
47070,tt0446312,Los 2 lados de la cama,2005,"Comedy, Musical, Romance",Spain,5.5,"$9,406,076",8.0,7.0
47071,tt0446313,Dragon Squad,2005,"Action, Adventure, Crime","Hong Kong, China",5.4,"$292,926",20.0,19.0
47072,tt0446370,Mon fils à moi,2006,Drama,"Belgium, France",6.7,"$145,228",6.0,6.0
47075,tt0446442,Alcuni giorni in settembre,2006,"Drama, Thriller","Italy, France, Portugal",5.3,"$471,845",24.0,29.0
47077,tt0446460,Het schnitzelparadijs,2005,"Comedy, Romance",Netherlands,6.0,"$3,585,846",9.0,16.0
47078,tt0446463,Si j'étais toi,2007,"Drama, Romance","France, Canada",6.3,"$943,117",25.0,12.0
47082,tt0446602,Texas,2005,Drama,Italy,5.9,"$192,118",7.0,7.0
47085,tt0446676,Deal - Il Re del Poker,2008,"Comedy, Drama, Thriller",USA,5.4,"$85,076",23.0,26.0
47087,tt0446685,Drawing Restraint 9,2005,Fantasy,"USA, Japan",6.5,"$267,275",30.0,50.0
47088,tt0446687,In viaggio con Evie,2006,"Comedy, Drama",UK,6.7,"$1,297,553",73.0,64.0
47090,tt0446707,Pars vite et reviens tard,2007,"Crime, Drama, Thriller",France,5.6,"$6,189,879",10.0,12.0
47091,tt0446719,Isolation - La Fattoria del Terrore,2005,"Horror, Sci-Fi, Thriller","UK, Ireland, USA",5.6,"$278,056",69.0,80.0
47093,tt0446747,Mutual Appreciation,2005,Comedy,USA,6.7,"$121,292",24.0,55.0
47094,tt0446750,Nightwatching,2007,"Biography, Drama, History","UK, Poland, Canada, Netherlands",6.5,"$698,544",25.0,48.0
47095,tt0446752,14 anni vergine,2007,"Drama, Comedy","USA, South Africa, Italy",5.5,"$859,513",5.0,22.0
47096,tt0446755,Il velo dipinto,2006,"Drama, Romance","China, USA, Canada",7.5,"$26,910,847",249.0,146.0
47105,tt0447249,Leiutajateküla Lotte,2006,"Animation, Comedy, Family","Estonia, Latvia",7.2,"$241,828",1.0,14.0
47112,tt0447619,L'eletto,2006,"Adventure, Crime, Drama","France, Italy, Germany",4.8,"$2,486,909",13.0,18.0
47114,tt0447638,En folkefiende,2005,Drama,Norway,5.2,"$85,927",6.0,1.0
47116,tt0447649,Import-eksport,2005,"Comedy, Drama",Norway,5.5,"$214,977",1.0,2.0
47117,tt0447659,Lezioni di volo,2007,Drama,"Italy, France, UK, India",6.2,"$2,270,431",2.0,7.0
47118,tt0447679,Il desiderio di Winky,2005,"Drama, Family","Belgium, Netherlands",7.0,"$3,193,767",5.0,11.0
47120,tt0447907,Concursante,2007,"Comedy, Drama",Spain,6.6,"$302,487",10.0,6.0
47121,tt0447918,Mare nero,2006,"Drama, Romance","Italy, France",4.6,"$174,246",7.0,6.0
47128,tt0448011,Segnali dal futuro,2009,"Action, Drama, Mystery","USA, UK, Australia, China",6.2,"$183,658,498",890.0,289.0
47130,tt0448022,A Bird of the Air,2011,"Drama, Romance",USA,6.6,"$10,152",10.0,6.0
47131,tt0448075,Una voce nella notte,2006,"Crime, Drama, Horror",USA,5.9,"$10,639,686",166.0,127.0
47132,tt0448115,Shazam!,2019,"Action, Adventure, Comedy","USA, Canada",7.1,"$365,971,656",2009.0,379.0
47134,tt0448124,Snow Cake,2006,"Drama, Romance","Canada, UK",7.5,"$1,384,105",79.0,67.0
47137,tt0448131,La stella che non c'è,2006,Drama,"Italy, Switzerland, France, Singapore",6.8,"$2,895,948",9.0,16.0
47138,tt0448134,Sunshine,2007,"Sci-Fi, Thriller","UK, USA",7.2,"$34,806,360",899.0,275.0
47140,tt0448150,Tiffany e i tre briganti,2007,"Animation, Comedy, Crime","USA, Germany",7.0,"$5,878,372",2.0,34.0
47141,tt0448154,Tirante el Blanco,2006,"Adventure, Romance","Italy, Spain, UK",3.9,"$2,744,925",13.0,6.0
47142,tt0448157,Hancock,2008,"Action, Fantasy",USA,6.4,"$629,443,428",657.0,302.0
47143,tt0448166,Two Weeks,2006,"Comedy, Drama",USA,6.4,"$47,986",20.0,35.0
47145,tt0448197,Alla luce del sole,2005,"Crime, Drama",Italy,7.1,"$1,609,186",1.0,4.0
47147,tt0448206,Bunty Aur Babli,2005,"Comedy, Drama, Romance",India,6.2,"$3,370,142",43.0,13.0
47150,tt0448245,Hotel cinque stelle,2006,Comedy,France,5.5,"$6,967,931",8.0,11.0
47151,tt0448267,Zozo,2005,"Drama, Family, War","Sweden, Czech Republic, UK, Denmark, Netherlands",6.6,"$99,326",23.0,15.0
47153,tt0448400,Rohtenburg,2006,"Crime, Drama, Horror",Germany,5.3,"$95,676",23.0,71.0
47154,tt0448404,Camarón,2005,"Biography, Drama, Musical",Spain,6.1,"$3,623,133",4.0,1.0
47156,tt0448621,Maraton,2005,"Biography, Drama, Sport",South Korea,7.7,"$33,284,089",7.0,10.0
47157,tt0448663,Oechul,2005,"Drama, Romance",South Korea,6.7,"$24,873,159",18.0,12.0
47159,tt0448694,Il gatto con gli stivali,2011,"Animation, Adventure, Comedy",USA,6.6,"$554,987,477",157.0,256.0
47160,tt0448707,Death Train,2005,Horror,South Korea,4.8,"$693,832",12.0,14.0
47170,tt0449010,Eragon,2006,"Action, Adventure, Family","USA, UK, Hungary",5.1,"$250,425,512",1723.0,184.0
47171,tt0449011,Es ist ein Elch entsprungen,2005,"Comedy, Family, Fantasy",Germany,4.8,"$7,157,118",2.0,13.0
47172,tt0449018,The Final Season,2007,"Drama, Sport",USA,6.6,"$1,159,691",26.0,33.0
47174,tt0449059,Little Miss Sunshine,2006,"Comedy, Drama",USA,7.8,"$101,058,954",952.0,254.0
47175,tt0449061,London,2005,"Drama, Romance","UK, USA",6.5,"$20,361",99.0,31.0
47177,tt0449080,Die Aufschneider,2007,Comedy,Germany,4.8,"$280,602",4.0,15.0
47178,tt0449086,Dominion: Prequel to the Exorcist,2005,"Drama, Horror, Thriller",USA,5.2,"$251,495",138.0,83.0
47179,tt0449088,Pirati dei Caraibi - Ai confini del mondo,2007,"Action, Adventure, Fantasy",USA,7.1,"$960,996,492",1296.0,327.0
47180,tt0449089,Vita da camper,2006,"Adventure, Comedy, Family","UK, Germany, USA",5.5,"$87,528,173",274.0,108.0
47184,tt0449228,Dosti: Friends Forever,2005,"Drama, Romance",India,5.5,"$252,920",20.0,3.0
47185,tt0449303,Kráska v nesnázích,2006,"Comedy, Drama",Czech Republic,6.8,"$1,491,168",9.0,38.0
47186,tt0449306,Lucky: No Time for Love,2005,"Musical, Drama, Romance",India,4.7,"$891,789",25.0,15.0
47187,tt0449389,Shaadi No. 1,2005,Comedy,India,3.5,"$502,389",13.0,5.0
47190,tt0449467,Babel,2006,Drama,"France, USA, Mexico, Morocco, Japan",7.4,"$135,330,182",964.0,259.0
47191,tt0449471,Catacombs - Il mondo dei morti,2007,"Horror, Thriller","USA, Italy, Romania",4.6,"$2,455,422",92.0,55.0
47192,tt0449487,Passengers - Mistero ad alta quota,2008,"Drama, Fantasy, Horror","USA, Canada",5.9,"$5,798,974",175.0,70.0
47198,tt0449629,P - Possession,2005,"Drama, Horror","UK, Thailand",5.1,"$86,834",35.0,23.0
47199,tt0449630,Pacchigi!,2004,"Action, Comedy, Drama",Japan,6.8,"$78,022",1.0,4.0
47200,tt0449642,Ryna,2005,Drama,"Switzerland, Romania",7.0,"$4,952",4.0,10.0
47206,tt0449851,Una top model nel mio letto,2006,"Comedy, Drama","France, Italy, Belgium",6.5,"$29,414,553",38.0,51.0
47207,tt0449869,Chandramukhi,2005,"Action, Comedy, Fantasy",India,7.1,INR 750000000,36.0,20.0
47210,tt0449959,Grounding - Die letzten Tage der Swissair,2006,Drama,Switzerland,6.9,"$4,624,306",8.0,6.0
47211,tt0449994,La sposa dell'Imperatore,2008,"Action, Drama, History",India,7.6,"$26,935,618",134.0,38.0
47212,tt0449999,Non dire mai addio,2006,"Drama, Romance",India,6.1,"$25,229,168",276.0,23.0
47216,tt0450087,Pee chong air,2004,Horror,Thailand,4.3,"$497,200",7.0,5.0
47218,tt0450121,Rosso come il cielo,2006,Drama,Italy,7.8,"$731,464",3.0,14.0
47221,tt0450158,Statskiy sovetnik,2005,"Drama, Crime",Russia,7.1,"$7,726,507",13.0,1.0
47223,tt0450188,La Vie En Rose,2007,"Biography, Drama, Music","France, UK, Czech Republic",7.6,"$86,274,793",249.0,218.0
47224,tt0450232,Solo 2 ore,2006,"Action, Crime, Drama","USA, Germany",6.6,"$65,664,721",322.0,194.0
47226,tt0450238,The All Together,2007,"Comedy, Drama, Romance",UK,4.9,"$9,792",13.0,11.0
47227,tt0450259,Blood Diamond - Diamanti di sangue,2006,"Adventure, Drama, Thriller","USA, Germany, UK",8.0,"$171,720,398",729.0,179.0
47228,tt0450269,GamerZ,2005,"Comedy, Fantasy",UK,5.9,"$8,460",11.0,12.0
47229,tt0450278,Hostel,2005,Horror,"USA, Czech Republic",5.9,"$81,979,826",1572.0,127.0
47231,tt0450314,Punisher - Zona di guerra,2008,"Action, Crime, Drama","USA, Canada, Germany",5.9,"$10,161,493",323.0,164.0
47232,tt0450336,Town Creek,2009,"Action, Fantasy, Horror","USA, UK, Romania",5.3,"$211,398",52.0,77.0
47233,tt0450340,Identità sospette,2006,"Crime, Drama, Mystery",USA,6.5,"$3,419,456",89.0,62.0
47234,tt0450345,Il prescelto,2006,"Horror, Mystery, Thriller","USA, Mexico, Canada, Germany",3.7,"$38,805,380",781.0,199.0
47237,tt0450385,1408,2007,"Fantasy, Horror, Mystery",USA,6.8,"$132,963,417",638.0,314.0
47238,tt0450405,Aiuto vampiro,2009,"Action, Adventure, Fantasy",USA,5.8,"$39,291,383",198.0,166.0
47239,tt0450412,Dennis P.,2007,"Biography, Comedy, Crime","Belgium, Netherlands",6.4,"$114,577",4.0,4.0
47241,tt0450440,Ik omhels je met 1000 armen,2006,"Comedy, Drama, Romance",Netherlands,6.6,"$403,394",3.0,7.0
47242,tt0450450,Italyanets,2005,Drama,Russia,7.5,"$2,007,774",29.0,62.0
47243,tt0450470,Odete,2005,Drama,Portugal,5.8,"$24,452",9.0,14.0
47244,tt0450497,Shibito no koiwazurai,2001,Horror,Japan,6.4,"$5,578",4.0,7.0
47245,tt0450506,Suburban Mayhem,2006,"Comedy, Drama, Thriller",Australia,5.9,"$184,902",34.0,19.0
47246,tt0450615,L'entente cordiale,2006,Comedy,France,4.5,"$729,781",4.0,1.0
47247,tt0450664,Je vous trouve très beau,2005,"Comedy, Romance",France,6.7,"$25,329,576",14.0,19.0
47248,tt0450680,Flandres,2006,"Drama, Romance, War",France,6.5,"$402,252",22.0,57.0
47250,tt0450843,Sheitan,2006,"Comedy, Horror, Thriller",France,5.6,"$2,680,879",58.0,65.0
47253,tt0450972,Come vi piace,2006,"Drama, Comedy, Romance","UK, USA",6.1,"$563,162",36.0,30.0
47256,tt0451010,The Call 2,2005,"Horror, Mystery",Japan,5.4,"$12,334,036",18.0,45.0
47260,tt0451069,The Gospel,2005,"Drama, Music",USA,4.9,"$15,778,152",71.0,24.0
47262,tt0451079,Ortone e il mondo dei Chi,2008,"Animation, Adventure, Comedy",USA,6.8,"$298,572,799",162.0,196.0
47266,tt0451094,Lady Vendetta,2005,"Crime, Drama, Thriller",South Korea,7.6,"$23,834,149",155.0,215.0
47272,tt0451123,Mezon do Himiko,2005,Drama,Japan,7.0,"$613,655",4.0,6.0
47275,tt0451135,My Brother,2006,Drama,USA,5.5,"$235,177",19.0,11.0
47281,tt0451176,Non è peccato,2006,Drama,USA,6.9,"$2,522,787",48.0,68.0
47286,tt0451221,The Elephant King,2006,"Drama, Romance","USA, Thailand",6.3,"$61,122",13.0,20.0
47292,tt0451279,Wonder Woman,2017,"Action, Adventure, Fantasy","USA, China, Hong Kong",7.4,"$821,847,012",2200.0,713.0
47295,tt0451631,Apaharan,2005,"Action, Crime, Drama",India,7.4,"$44,133",24.0,7.0
47296,tt0451639,Bachke Rehna Re Baba,2005,Comedy,India,2.6,"$11,780",3.0,2.0
47298,tt0451751,Hana to hebi 2: Pari/Shizuko,2005,Drama,Japan,5.6,$927,3.0,3.0
47300,tt0451787,Kyon Ki...,2005,"Drama, Romance",India,5.5,"$466,647",28.0,7.0
47303,tt0451803,Maine Pyaar Kyun Kiya,2005,"Comedy, Drama, Romance",India,5.5,"$932,184",28.0,22.0
47306,tt0451833,No Entry,2005,"Comedy, Drama, Musical",India,6.6,"$1,197,530",25.0,5.0
47307,tt0451845,Gli Uomini della Yamato,2005,"Drama, History, War",Japan,6.5,"$39,287,114",28.0,7.0
47308,tt0451850,Paheli,2005,"Comedy, Drama, Fantasy",India,6.5,"$2,415,975",50.0,22.0
47311,tt0451966,El violín,2005,"Drama, Music",Mexico,7.7,"$1,186,247",15.0,43.0
47319,tt0452039,Mind Game,2004,"Animation, Adventure, Comedy",Japan,7.8,"$36,613",26.0,37.0
47327,tt0452345,No. 2,2006,"Comedy, Drama",New Zealand,6.6,"$433,904",14.0,17.0
47328,tt0452542,Yaku san-jû no uso,2004,"Comedy, Mystery",Japan,5.7,$55,1.0,4.0
47329,tt0452580,Im Winter ein Jahr,2008,Drama,"Germany, USA",7.2,"$2,011,990",7.0,20.0
47330,tt0452581,Ah sou,2005,"Crime, Drama",Hong Kong,4.6,"$678,034",4.0,2.0
47331,tt0452592,Borderland - Linea di confine,2007,"Crime, Horror, Thriller","Mexico, USA",5.7,"$703,399",70.0,64.0
47332,tt0452594,"Ti odio, ti lascio, ti...",2006,"Comedy, Drama, Romance",USA,5.8,"$205,668,210",525.0,190.0
47334,tt0452598,Il ritorno della scatenata dozzina,2005,"Adventure, Comedy, Family","USA, Canada",5.5,"$130,154,568",138.0,80.0
47335,tt0452608,Death Race,2008,"Action, Sci-Fi, Thriller","USA, Germany, UK",6.4,"$76,014,335",236.0,238.0
47336,tt0452623,Gone Baby Gone,2007,"Crime, Drama, Mystery",USA,7.6,"$34,612,443",566.0,267.0
47337,tt0452624,Intrigo a Berlino,2006,"Drama, Mystery, Romance",USA,6.0,"$5,914,908",180.0,189.0
47338,tt0452625,Tutte pazze per Charlie,2007,"Comedy, Romance","USA, Canada",5.6,"$59,768,495",169.0,129.0
47339,tt0452631,The Home Song Stories,2007,Drama,"Australia, Singapore",7.2,"$387,707",8.0,27.0
47343,tt0452637,Lady in the Water,2006,"Drama, Fantasy, Mystery",USA,5.5,"$72,785,169",1087.0,291.0
47344,tt0452643,Amore e altri disastri,2006,"Comedy, Drama, Romance","France, UK",6.2,"$6,369,805",38.0,24.0
47345,tt0452644,Lucky Miles,2007,"Adventure, Comedy, Drama",Australia,7.1,"$572,171",23.0,10.0
47346,tt0452660,One Last Thing...,2005,"Comedy, Drama",USA,6.6,"$13,334",31.0,25.0
47350,tt0452671,Race You to the Bottom,2005,"Drama, Romance",USA,5.0,"$5,468",11.0,11.0
47352,tt0452681,Santa Clause è nei guai,2006,"Adventure, Comedy, Family","USA, Canada",4.7,"$110,768,122",116.0,82.0
47353,tt0452692,The Tender Hook,2008,"Crime, Drama, Mystery",Australia,5.4,"$40,390",8.0,7.0
47354,tt0452694,Un amore all'improvviso,2009,"Drama, Fantasy, Romance",USA,7.1,"$101,344,412",276.0,218.0
47355,tt0452701,Undoing,2006,"Crime, Drama, Thriller","USA, South Korea",4.2,"$44,999",1.0,11.0
47356,tt0452702,Vacancy,2007,"Horror, Thriller",USA,6.2,"$35,442,935",346.0,230.0
47358,tt0452711,Never Been Thawed,2005,Comedy,USA,6.0,"$47,219",23.0,14.0
47362,tt0452778,La febbre,2005,Comedy,Italy,6.4,"$3,813,551",5.0,4.0
47363,tt0452780,Les fragments d'Antonin,2006,"Drama, War",France,7.1,"$27,765",4.0,2.0
47364,tt0452826,"Nin x Nin: Ninja Hattori-kun, the Movie",2004,"Action, Adventure, Comedy",Japan,5.5,"$16,351,134",4.0,5.0
47366,tt0452890,Un amico da salvare,2005,"Family, Drama",Norway,5.8,"$1,711,995",1.0,2.0
47367,tt0452931,AV,2005,"Comedy, Drama, Romance",Hong Kong,6.8,"$561,997",5.0,6.0
47369,tt0452971,Azuloscurocasinegro,2006,Drama,Spain,7.2,"$3,404,646",7.0,41.0
47370,tt0452972,B-hyeong namja chingu,2005,"Comedy, Romance",South Korea,5.7,"$7,576,904",5.0,5.0
47373,tt0453047,Intramontabile effervescenza,2005,"Comedy, Drama, Romance","Argentina, Spain",7.6,"$2,985,837",22.0,37.0
47376,tt0453115,"Jeni, Juno",2005,Comedy,South Korea,6.4,"$1,575,871",10.0,5.0
47377,tt0453125,Kidari ajeossi,2005,"Comedy, Drama, Romance",South Korea,6.4,"$2,534,233",4.0,4.0
47378,tt0453161,Mongjunggi 2,2005,Comedy,South Korea,4.8,"$6,155,013",3.0,4.0
47381,tt0453194,Remake,2006,Drama,"Spain, Argentina",6.3,"$339,560",1.0,3.0
47384,tt0453365,FC Venus,2005,"Comedy, Romance, Sport",Finland,5.6,"$2,163,957",6.0,5.0
47388,tt0453383,Naboer,2005,"Horror, Mystery, Thriller","Norway, Sweden, Denmark",6.5,"$1,297,446",46.0,60.0
47389,tt0453396,Sengoku jieitai 1549,2005,"Action, Sci-Fi",Japan,5.1,"$14,648,713",5.0,12.0
47390,tt0453413,Valo,2005,"Biography, Drama, Family","Finland, Sweden, Norway",5.4,"$262,606",1.0,1.0
47392,tt0453451,Mr. Bean's Holiday,2007,"Comedy, Family","UK, France, Germany, USA",6.4,"$232,225,908",262.0,156.0
47393,tt0453453,Beer League,2006,"Comedy, Sport",USA,5.9,"$472,185",60.0,23.0
47395,tt0453467,Déjà vu - Corsa contro il tempo,2006,"Action, Crime, Sci-Fi","USA, UK",7.0,"$180,557,550",461.0,209.0
47398,tt0453494,Hoot,2006,"Adventure, Comedy, Family",USA,5.5,"$8,224,998",71.0,49.0
47404,tt0453533,Unrest,2006,"Horror, Thriller",USA,5.0,"$2,795,983",93.0,40.0
47406,tt0453548,Snow Angels,2007,"Crime, Drama, Romance",USA,6.8,"$414,404",71.0,88.0
47407,tt0453556,TMNT,2007,"Animation, Action, Adventure","Hong Kong, USA",6.2,"$95,802,916",224.0,195.0
47409,tt0453562,42 - La vera storia di una leggenda americana,2013,"Biography, Drama, Sport",USA,7.5,"$97,470,701",248.0,222.0
47411,tt0453671,Garam Masala,2005,"Comedy, Romance",India,6.7,"$2,091,698",39.0,16.0
47416,tt0454065,La antena,2007,"Drama, Fantasy, Sci-Fi",Argentina,7.4,"$114,649",15.0,48.0
47417,tt0454082,Black Christmas - Un Natale rosso sangue,2006,Horror,"USA, Canada",4.6,"$21,510,851",309.0,201.0
47418,tt0454084,Appuntamento al buio,2006,"Comedy, Romance",USA,6.1,"$945,718",32.0,27.0
47419,tt0454096,Caterpillar Wish,2006,Drama,Australia,6.8,"$194,029",8.0,9.0
47421,tt0454190,Maha'lai muang rae,2005,"Biography, Comedy, Drama",Thailand,8.0,"$604,100",3.0,2.0
47422,tt0454224,Penny Dreadful,2006,"Horror, Mystery, Thriller",USA,4.9,"$394,447",117.0,50.0
47430,tt0454431,Chocolate: Deep Dark Secrets,2005,"Crime, Drama, Mystery",India,4.8,"$49,000",30.0,4.0
47432,tt0454457,Frostbiten,2006,"Horror, Comedy","Sweden, Russia",5.5,"$125,010",37.0,63.0
47435,tt0454536,La raison du plus faible,2006,"Crime, Drama, Thriller","Belgium, France",6.8,"$1,055,063",5.0,10.0
47437,tt0454602,Fair Play,2006,"Action, Drama, Thriller",France,6.1,"$597,657",5.0,9.0
47438,tt0454776,Amazing Grace,2006,"Biography, Drama, History","USA, UK",7.4,"$32,120,360",158.0,97.0
47440,tt0454792,Bubble,2005,"Crime, Drama, Mystery",USA,6.5,"$261,966",111.0,96.0
47442,tt0454824,Giovani aquile,2006,"Action, Drama, History","UK, USA",6.5,"$17,858,059",266.0,125.0
47444,tt0454841,Le colline hanno gli occhi,2006,"Horror, Thriller","USA, France, Romania",6.4,"$70,008,952",891.0,280.0
47445,tt0454848,Inside Man,2006,"Crime, Drama, Mystery",USA,7.6,"$186,003,591",722.0,233.0
47446,tt0454864,The Last Winter,2006,"Horror, Mystery, Thriller","USA, Iceland",5.6,"$97,522",97.0,95.0
47448,tt0454876,Vita di Pi,2012,"Adventure, Drama, Fantasy","USA, Taiwan, UK, Canada",7.9,"$609,016,565",922.0,567.0
47449,tt0454879,Journey to the End of the Night,2006,"Crime, Drama, Thriller","USA, Germany, Brazil",5.8,"$49,172",26.0,17.0
47453,tt0454914,Ru guo · Ai,2005,"Drama, Musical, Romance","China, Malaysia, Hong Kong",6.8,"$2,604,414",24.0,25.0
47455,tt0454919,Pulse,2006,"Horror, Sci-Fi","USA, Romania, South Africa",4.8,"$29,907,685",266.0,153.0
47456,tt0454921,La ricerca della felicità,2006,"Biography, Drama",USA,8.0,"$307,127,625",783.0,190.0
47457,tt0454931,Requiem,2006,"Drama, Horror",Germany,6.9,"$513,737",37.0,76.0
47460,tt0454945,She's the Man,2006,"Comedy, Romance, Sport","USA, Canada",6.3,"$57,194,667",292.0,85.0
47462,tt0454970,Turistas,2006,"Horror, Mystery, Thriller",USA,5.4,"$14,756,513",235.0,150.0
47463,tt0454987,Let's go to prison - Un principiante in prigione,2006,"Comedy, Crime",USA,6.0,"$4,630,045",72.0,39.0
47465,tt0455078,L'anniversaire,2005,Comedy,France,5.1,"$1,144,090",3.0,2.0
47466,tt0455115,H6-il diario di un assassino,2005,"Crime, Horror, Thriller",Spain,4.5,"$65,550",19.0,37.0
47467,tt0455116,Han cheng gong lüe,2005,"Drama, Comedy, Action","South Korea, Hong Kong",5.6,"$965,110",10.0,13.0
47468,tt0455135,The Eye 3 - Infinity,2005,"Comedy, Horror",Hong Kong,4.7,"$2,604,212",23.0,40.0
47469,tt0455142,Kirikù e gli animali selvaggi,2005,"Animation, Adventure, Family",France,6.6,"$1,623",3.0,19.0
47470,tt0455195,Sam cha hau,2005,"Action, Crime, Drama",Hong Kong,5.9,"$807,949",12.0,23.0
47473,tt0455323,Being Flynn,2012,Drama,USA,6.4,"$983,124",41.0,78.0
47474,tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"Animation, Action, Adventure",USA,6.7,"$5,520,368",77.0,82.0
47475,tt0455362,The Breed - La razza del male,2006,"Action, Comedy, Horror","Germany, South Africa, USA",5.1,"$1,689,984",105.0,70.0
47477,tt0455407,La città verrà distrutta all'alba,2010,"Horror, Thriller","USA, United Arab Emirates",6.5,"$54,806,823",296.0,323.0
47479,tt0455499,Garfield 2,2006,"Animation, Adventure, Comedy","UK, USA",5.0,"$143,325,970",85.0,74.0
47481,tt0455538,Star System - Se non ci sei non esisti,2008,"Biography, Comedy, Drama",UK,6.4,"$19,152,009",106.0,138.0
47483,tt0455577,Kame wa igai to hayaku oyogu,2005,Comedy,Japan,6.6,"$10,458",7.0,11.0
47485,tt0455584,The Kovak box - Controllo mentale,2006,"Mystery, Sci-Fi, Thriller","Spain, UK",5.8,"$2,078,762",35.0,13.0
47486,tt0455590,L'ultimo re di Scozia,2006,"Biography, Drama, History","UK, Germany",7.7,"$48,618,191",370.0,252.0
47487,tt0455612,Riunione di famiglia con pallottole,2006,"Comedy, Drama, Romance",USA,5.2,"$63,368,939",149.0,46.0
47490,tt0455748,Semishigure,2005,"Drama, Romance",Japan,7.1,"$9,910,280",5.0,3.0
47491,tt0455760,Dead Silence,2007,"Horror, Mystery, Thriller",USA,6.2,"$22,382,047",358.0,174.0
47493,tt0455782,The Hunting Party - I cacciatori,2007,"Adventure, Comedy, Drama","USA, Croatia, Bosnia and Herzegovina",6.8,"$7,674,033",89.0,71.0
47494,tt0455805,Quando tutto cambia,2007,"Comedy, Drama, Romance","USA, UK",6.0,"$8,443,998",82.0,83.0
47495,tt0455824,Australia,2008,"Adventure, Comedy, Drama","UK, Australia, USA",6.6,"$211,787,511",480.0,241.0
47496,tt0455829,Vettaiyaadu Vilaiyaadu,2006,"Action, Crime, Thriller",India,7.9,"$7,888",37.0,2.0
47497,tt0455841,Ways of the Flesh,2006,"Comedy, Drama",USA,4.5,"$1,103,037",13.0,5.0
47499,tt0455857,Chiamata da uno sconosciuto,2006,"Horror, Thriller",USA,5.1,"$67,062,123",498.0,160.0
47501,tt0455915,Black Irish,2007,Drama,USA,7.0,"$6,900",25.0,15.0
47504,tt0455933,Dead Man's Cards,2006,"Action, Crime, Drama",UK,5.5,"$5,870",10.0,13.0
47505,tt0455944,The Equalizer - Il vendicatore,2014,"Action, Crime, Thriller",USA,7.2,"$192,330,738",619.0,328.0
47507,tt0455957,L'ultimo inquisitore,2006,"Biography, Drama, History","USA, Spain",6.9,"$9,448,082",113.0,102.0
47508,tt0455958,Fuga dal matrimonio,2006,"Comedy, Drama, Music",USA,6.1,"$818,970",33.0,21.0
47509,tt0455960,The Hitcher,2007,"Crime, Thriller",USA,5.6,"$25,399,945",283.0,180.0
47511,tt0455967,Il mio ragazzo è un bastardo,2006,"Comedy, Romance","USA, Canada",5.8,"$68,844,775",180.0,102.0
47521,tt0456020,Waist Deep - Strade dannate,2006,"Action, Crime, Drama",USA,5.9,"$21,353,303",50.0,42.0
47522,tt0456041,Anche libero va bene,2006,Drama,Italy,7.4,"$1,959,897",14.0,32.0
47525,tt0456070,Incontrôlable,2006,Comedy,France,3.2,"$4,684,063",4.0,2.0
47526,tt0456111,La notte dei girasoli,2006,"Crime, Drama, Thriller","Spain, France, Portugal",7.1,"$1,609,872",17.0,33.0
47528,tt0456121,Densha otoko,2005,"Comedy, Romance",Japan,6.6,"$31,090,100",19.0,21.0
47530,tt0456123,Dikkenek,2006,Comedy,"France, Belgium",6.9,"$844,711",5.0,2.0
47531,tt0456144,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",India,8.1,"$17,897,527",113.0,15.0
47532,tt0456149,La morte del signor Lazarescu,2005,"Comedy, Drama",Romania,7.9,"$216,922",78.0,106.0
47533,tt0456165,Cuori in onda,2005,"Comedy, Drama, Romance",India,6.2,"$9,289,939",55.0,8.0
47535,tt0456340,Il caos da Ana,2007,"Drama, Mystery, Romance",Spain,6.4,"$2,104,037",18.0,34.0
47536,tt0456396,L'enfant - Una storia d'amore,2005,"Crime, Drama, Romance","Belgium, France",7.5,"$5,507,396",83.0,148.0
47540,tt0456470,L'arco,2005,"Drama, Romance","South Korea, Japan",7.1,"$2,021,070",35.0,69.0
47541,tt0456481,Jaan-E-Mann: Let's Fall in Love... Again,2006,"Drama, Musical, Romance",India,6.0,"$1,656,433",55.0,31.0
47543,tt0456521,"Ma fille, mon ange",2007,"Crime, Drama, Thriller",Canada,6.1,"$2,780,005",1.0,4.0
47544,tt0456526,Malas temporadas,2005,Drama,Spain,6.3,"$196,024",5.0,4.0
47545,tt0456549,Mr Ya Miss,2005,"Comedy, Fantasy",India,3.6,"$18,516",9.0,1.0
47546,tt0456554,Cocco di nonna,2006,Comedy,USA,7.0,"$6,566,277",220.0,61.0
47550,tt0456630,Reincarnation,2005,"Horror, Mystery",Japan,6.2,"$4,664,641",66.0,63.0
47552,tt0456658,Qing hong,2005,Drama,China,7.0,"$52,631",13.0,23.0
47553,tt0456698,Va a ser que nadie es perfecto,2006,"Comedy, Drama",Spain,5.9,"$3,463,230",3.0,1.0
47555,tt0456821,About Love,2005,Romance,"Taiwan, China, Japan",6.4,"$141,844",4.0,2.0
47557,tt0456836,Bashing,2005,Drama,Japan,6.8,"$3,730",4.0,18.0
47558,tt0456873,Kamyu nante shiranai,2005,Drama,Japan,6.9,"$7,171",5.0,14.0
47559,tt0456899,Lower City,2005,Drama,"Brazil, UK",6.6,"$228,640",22.0,46.0
