,imdb_id,movie_title,year_released,genre,country,avg_vote,worldwide_gross_income,reviews_from_users,reviews_from_critics
7580,tt0045810,Gli uomini preferiscono le bionde,1953,"Comedy, Musical, Romance",USA,7.2,$648,158.0,81.0
7581,tt0045814,La musica di Gion,1953,Drama,Japan,7.6,"$5,583",11.0,18.0
7588,tt0045826,Glen or Glenda,1953,Drama,USA,4.2,"$10,158",135.0,50.0
7607,tt0045888,La maschera di cera,1953,Horror,USA,7.1,"$23,750,000",142.0,71.0
7626,tt0045935,La via dell'inferno,1953,"Drama, History, Romance",Japan,7.2,"$7,375",26.0,48.0
7630,tt0045943,Giulio Cesare,1953,"Biography, Drama, History",USA,7.3,"$10,831",78.0,37.0
7639,tt0045981,Labbra proibite,1953,"Drama, Film-Noir","France, Italy",6.6,"$15,552",6.0,3.0
7652,tt0046004,Il piccolo fuggitivo,1953,"Drama, Family",USA,7.5,"$162,373",32.0,41.0
7658,tt0046022,I gioielli di Madame de ...,1953,"Drama, Romance","France, Italy",8.0,"$135,636",53.0,96.0
7705,tt0046183,Le avventure di Peter Pan,1953,"Animation, Adventure, Family",USA,7.3,"$87,404,651",128.0,135.0
7726,tt0046247,La tunica,1953,"Drama, History",USA,6.7,"$36,000,000",87.0,48.0
7735,tt0046268,Vite vendute,1953,"Adventure, Drama, Thriller","France, Italy",8.1,"$1,098",169.0,138.0
7763,tt0046345,Monica e il desiderio,1953,"Drama, Romance",Sweden,7.5,"$14,316",65.0,78.0
7782,tt0046387,La spada e la rosa,1953,"Adventure, Drama, Family",UK,6.4,"$2,500,000",16.0,9.0
7803,tt0046438,Viaggio a Tokyo,1953,Drama,Japan,8.2,"$40,405",171.0,111.0
7809,tt0046451,Grisbì,1954,"Crime, Drama","France, Italy",7.8,"$131,548",30.0,52.0
7822,tt0046478,I racconti della luna pallida di agosto,1953,"Drama, Fantasy, War",Japan,8.3,"$24,959",90.0,98.0
7825,tt0046487,Le vacanze del signor Hulot,1953,Comedy,France,7.5,"$208,504",91.0,106.0
7835,tt0046521,I vitelloni,1953,"Comedy, Drama","Italy, France",7.9,"$144,103",60.0,60.0
7865,tt0046712,L'isola della donna contesa,1953,"Drama, War",Japan,7.2,"$8,171",10.0,34.0
7880,tt0046754,La contessa scalza,1954,"Crime, Drama, Mystery","Italy, USA",7.0,"$17,018",100.0,50.0
7907,tt0046816,L'ammutinamento del Caine,1954,"Drama, War",USA,7.7,"$21,750,000",182.0,47.0
7917,tt0046851,Gli amanti crocifissi,1954,"Drama, History, Romance",Japan,8.0,"$9,311",17.0,26.0
7921,tt0046876,Il mostro della laguna nera,1954,"Horror, Sci-Fi",USA,7.0,$275,223.0,117.0
7927,tt0046889,I guastatori delle dighe,1955,"Drama, History, War",UK,7.4,"$75,478",103.0,45.0
7937,tt0046911,I diabolici,1955,"Crime, Drama, Horror",France,8.0,"$12,498",191.0,143.0
7938,tt0046912,Il delitto perfetto,1954,"Crime, Thriller",USA,8.2,"$18,816",356.0,107.0
7965,tt0046998,French Cancan,1955,"Comedy, Drama, Musical","France, Italy",7.3,"$10,799",32.0,36.0
7978,tt0047034,Godzilla,1954,"Action, Drama, Horror",Japan,7.6,"$562,711",224.0,134.0
8004,tt0047119,An Inspector Calls,1954,"Crime, Drama, Mystery",UK,7.5,"$6,331,372",49.0,21.0
8012,tt0047136,Johnny Guitar,1954,"Drama, Western",USA,7.7,"$4,604",125.0,87.0
8070,tt0047313,L'oro di Napoli,1954,"Comedy, Drama",Italy,7.3,$483,7.0,11.0
8086,tt0047365,Il principe coraggioso,1954,"Action, Adventure, Drama",USA,6.2,"$3,373",42.0,23.0
8098,tt0047396,La finestra sul cortile,1954,"Mystery, Thriller",USA,8.4,"$37,032,034",855.0,157.0
8110,tt0047422,La magnifica preda,1954,"Action, Adventure, Drama",USA,6.6,"$8,757",85.0,65.0
8120,tt0047445,L'intendente Sanshô,1954,Drama,Japan,8.4,"$5,267",55.0,74.0
8128,tt0047469,Senso,1954,"Drama, History, Romance",Italy,7.5,"$27,723",28.0,51.0
8132,tt0047478,I sette samurai,1954,"Action, Adventure, Drama",Japan,8.6,"$322,773",715.0,130.0
8145,tt0047522,È nata una stella,1954,"Drama, Musical, Romance",USA,7.6,"$4,348,890",155.0,85.0
8147,tt0047528,La strada,1954,Drama,Italy,8.0,"$19,793",150.0,113.0
8184,tt0047638,Uwasa no onna,1954,"Drama, Romance",Japan,7.5,"$8,860",3.0,9.0
8190,tt0047673,Bianco Natale,1954,"Comedy, Musical, Romance",USA,7.6,"$1,097,995",208.0,80.0
8212,tt0047811,Secondo amore,1955,"Drama, Romance",USA,7.6,$170,103.0,100.0
8217,tt0047821,Le amiche,1955,"Drama, Romance",Italy,7.2,"$68,167",18.0,38.0
8227,tt0047849,Giorno maledetto,1955,"Crime, Drama, Mystery",USA,7.7,"$10,813",166.0,83.0
8243,tt0047892,Bob il giocatore,1956,"Crime, Drama, Thriller",France,7.7,"$15,586",63.0,82.0
8291,tt0048021,Rififi,1955,"Crime, Drama, Thriller",France,8.2,"$521,342",133.0,134.0
8293,tt0048028,La valle dell'Eden,1955,Drama,USA,7.9,"$24,079",196.0,95.0
8346,tt0048198,Testimonianza di un essere vivente,1955,Drama,Japan,7.3,"$46,808",30.0,42.0
8377,tt0048261,Un bacio e una pistola,1955,"Crime, Film-Noir, Mystery",USA,7.6,"$7,178",189.0,119.0
8383,tt0048280,Lilli e il vagabondo,1955,"Animation, Adventure, Comedy",USA,7.3,"$93,933,394",147.0,127.0
8393,tt0048308,Lola Montès,1955,"Biography, Drama, Romance","France, West Germany",7.3,"$303,175",33.0,64.0
8398,tt0048316,L'amore è una cosa meravigliosa,1955,"Biography, Drama, Romance",USA,6.5,"$30,330",75.0,32.0
8442,tt0048424,La morte corre sul fiume,1955,"Crime, Drama, Film-Noir",USA,8.0,"$2,001",453.0,211.0
8447,tt0048445,Oklahoma!,1955,"Comedy, Drama, Musical",USA,7.0,"$15,520",110.0,47.0
8457,tt0048473,Il lamento sul sentiero,1955,Drama,India,8.6,"$135,342",130.0,117.0
8468,tt0048499,La Pointe-Courte,1955,Drama,France,7.1,"$1,596",11.0,28.0
8469,tt0048500,Pokolenie,1955,"Drama, War",Poland,7.1,"$24,114",16.0,18.0
8488,tt0048545,Gioventù bruciata,1955,Drama,USA,7.7,"$199,963",335.0,165.0
8508,tt0048605,Quando la moglie è in vacanza,1955,"Comedy, Romance",USA,7.1,"$7,652",147.0,100.0
8525,tt0048641,Sorrisi di una notte d'estate,1955,"Comedy, Romance",Sweden,7.8,"$11,329",37.0,55.0
8533,tt0048665,La straniera,1955,"Action, Drama, Romance",USA,6.3,"$4,614",11.0,4.0
8540,tt0048691,Gli implacabili,1955,Western,USA,6.7,"$10,714",43.0,25.0
8582,tt0048820,L'imperatrice Yang-Kwei-Fei,1955,"Drama, History, Romance","Japan, Hong Kong",7.2,"$9,398",7.0,15.0
8588,tt0048933,La strada della vergogna,1956,Drama,Japan,7.9,"$7,549",18.0,34.0
8593,tt0048956,L'invitto,1956,Drama,India,8.4,"$134,241",44.0,73.0
8594,tt0048960,Il giro del mondo in 80 giorni,1956,"Adventure, Comedy, Family",USA,6.8,"$42,000,000",142.0,36.0
8620,tt0049012,L'arpa birmana,1956,"Drama, Music, War",Japan,8.1,"$13,748",49.0,43.0
8688,tt0049177,Eliana e gli uomini,1956,"Comedy, Drama, Romance","France, Italy",6.3,"$5,568",22.0,26.0
8718,tt0049261,Il gigante,1956,"Drama, Western",USA,7.6,"$32,855,818",183.0,115.0
8758,tt0049366,Invasione degli ultracorpi,1956,"Drama, Horror, Sci-Fi",USA,7.7,"$1,861",253.0,149.0
8783,tt0049432,L'ultima caccia,1956,"Drama, Western",USA,6.9,"$4,236",38.0,12.0
8795,tt0049470,L'uomo che sapeva troppo,1956,"Drama, Thriller",USA,7.5,"$8,190",246.0,94.0
8817,tt0049521,La selva dei dannati,1956,"Adventure, Drama","France, Mexico",6.8,$384,19.0,36.0
8891,tt0049765,Sjunde himlen,1956,Comedy,Sweden,5.7,"$71,713",1.0,1.0
8916,tt0049833,I dieci comandamenti,1956,"Adventure, Drama",USA,7.8,"$65,500,000",293.0,76.0
8940,tt0049877,La traversata di Parigi,1956,Drama,"France, Italy",7.4,"$18,297",18.0,14.0
8959,tt0049949,Quando la città dorme,1956,"Crime, Drama, Film-Noir",USA,7.0,"$7,652",73.0,31.0
8966,tt0049966,Come le foglie al vento,1956,Drama,USA,7.5,"$13,495",93.0,59.0
8973,tt0050083,La parola ai giurati,1957,"Crime, Drama",USA,8.9,$576,1605.0,149.0
8985,tt0050105,Un amore splendido,1957,"Drama, Musical, Romance",USA,7.5,"$1,854",193.0,84.0
9030,tt0050208,Il ragazzo sul delfino,1957,"Adventure, Drama, Romance",USA,6.3,"$3,867",42.0,11.0
9032,tt0050212,Il ponte sul fiume Kwai,1957,"Adventure, Drama, War","UK, USA",8.1,"$27,200,000",330.0,96.0
9042,tt0050237,Colui che deve morire,1957,Drama,"France, Italy",7.5,"$14,568",17.0,10.0
9044,tt0050243,The Chaplin Revue,1959,Comedy,UK,7.7,"$9,249",8.0,5.0
9104,tt0050407,Quaranta pistole,1957,"Romance, Western",USA,7.0,"$6,344",52.0,60.0
9148,tt0050539,Radiazioni BX: distruzione uomo,1957,"Horror, Sci-Fi",USA,7.6,"$2,580",141.0,87.0
9175,tt0050613,Il trono di sangue,1957,"Drama, History",Japan,8.1,"$46,808",154.0,103.0
9182,tt0050634,Quando volano le cicogne,1957,"Drama, Romance, War",Soviet Union,8.3,"$17,923",75.0,68.0
9193,tt0050669,Il commissario Maigret,1958,"Crime, Drama","France, Italy",7.2,"$8,528",13.0,14.0
9207,tt0050706,Mio zio,1958,Comedy,"France, Italy",7.8,"$36,991",72.0,93.0
9209,tt0050709,I miserabili,1958,Drama,"France, Italy, East Germany",7.5,"$2,370,699",11.0,6.0
9210,tt0050710,Le avventure di mister Cory,1957,"Crime, Drama, Film-Noir",USA,6.9,"$4,462",6.0,3.0
9225,tt0050758,Naya Daur,1957,"Drama, Musical, Romance",India,8.1,"$441,157",6.0,2.0
9235,tt0050783,Le notti di Cabiria,1957,Drama,"Italy, France",8.1,"$755,319",100.0,95.0
9252,tt0050825,Orizzonti di gloria,1957,"Drama, War",USA,8.4,"$5,252",428.0,162.0
9292,tt0050928,Santa Giovanna,1957,"Biography, Drama, History","USA, UK",6.4,"$400,000",18.0,15.0
9298,tt0050954,Il settimo peccato,1957,Drama,USA,6.3,"$545,000",8.0,7.0
9305,tt0050972,La bella di Mosca,1957,"Comedy, Musical, Romance",USA,6.8,"$9,755",55.0,17.0
9307,tt0050976,Il settimo sigillo,1957,"Drama, Fantasy",Sweden,8.2,"$230,571",347.0,121.0
9311,tt0050986,Il posto delle fragole,1957,"Drama, Romance",Sweden,8.2,"$14,524",193.0,99.0
9324,tt0051036,Piombo rovente,1957,"Drama, Film-Noir",USA,8.1,"$7,704",155.0,131.0
9331,tt0051055,Il trapezio della vita,1957,"Action, Adventure, Drama",USA,7.1,"$9,788",33.0,35.0
9332,tt0051057,Tarzan e il safari perduto,1957,"Action, Adventure",UK,5.8,"$5,046,700",14.0,4.0
9385,tt0051201,Testimone d'accusa,1957,"Crime, Drama, Mystery",USA,8.4,"$7,693",268.0,98.0
9387,tt0051204,L'adultero,1957,"Drama, Romance",UK,7.2,"$21,371",16.0,11.0
9418,tt0051378,Ascensore per il patibolo,1958,"Crime, Drama, Thriller",France,8.0,"$431,784",98.0,129.0
9424,tt0051393,Gli uomini della terra selvaggia,1958,"Romance, Western",USA,6.4,"$4,006",36.0,8.0
9499,tt0051579,La ragazza del peccato,1958,"Drama, Crime, Romance","France, Italy",6.7,"$49,454",14.0,6.0
9514,tt0051622,L'esperimento del dottor K.,1958,"Drama, Horror, Sci-Fi",USA,7.1,"$1,501",134.0,95.0
9591,tt0051790,La congiura dei boiardi,1958,"Biography, History",Soviet Union,7.9,"$1,655",40.0,32.0
9599,tt0051808,La fortezza nascosta,1958,"Adventure, Drama",Japan,8.1,"$46,808",115.0,98.0
9614,tt0051849,Furia selvaggia (Billy Kid),1958,Western,USA,6.5,"$5,066",50.0,24.0
9616,tt0051852,La legge,1959,"Comedy, Crime, Drama","Italy, France",6.8,"$17,351",9.0,17.0
9624,tt0051879,I giovani arrabbiati,1959,Drama,UK,7.0,"$7,593",45.0,21.0
9673,tt0052027,Il vecchio e il mare,1958,"Adventure, Drama",USA,7.0,"$67,740",57.0,12.0
9679,tt0052047,Paris Holiday,1958,"Action, Comedy, Romance","Switzerland, USA",5.8,"$2,100,109",12.0,3.0
9698,tt0052126,Come sposare una figlia,1958,"Comedy, Romance",USA,6.8,"$3,030",29.0,15.0
9720,tt0052191,La bionda e lo sceriffo,1958,"Comedy, Romance, Western","UK, USA",6.1,"$4,410,000",22.0,12.0
9732,tt0052218,Qualcuno verrà,1958,"Drama, Romance",USA,7.4,"$28,594",79.0,40.0
9733,tt0052225,South Pacific,1958,"Musical, Romance, War",USA,6.8,"$458,000",125.0,37.0
9749,tt0052275,Tarzan e lo stregone,1958,"Action, Adventure",USA,5.5,"$4,458,100",14.0,5.0
9761,tt0052295,La tigre di Eschnapur,1959,"Adventure, Drama, Romance","West Germany, France, Italy",6.7,"$4,673",15.0,38.0
9762,tt0052296,Tempo di vivere,1958,"Drama, Romance, War",USA,7.7,"$11,431",18.0,24.0
9772,tt0052311,L'infernale Quinlan,1958,"Crime, Drama, Film-Noir",USA,8.0,"$2,286,947",321.0,115.0
9792,tt0052357,La donna che visse due volte,1958,"Mystery, Romance, Thriller",USA,8.3,"$7,796,389",860.0,182.0
9835,tt0052572,Il mondo di Apu,1959,Drama,India,8.5,"$134,241",44.0,78.0
9847,tt0052604,La battaglia di Maratona,1959,"Action, Adventure, Drama","Italy, France, USA",5.1,"$2,735,000",25.0,28.0
9855,tt0052618,Ben-Hur,1959,"Adventure, Drama, History",USA,8.1,"$74,427,638",445.0,128.0
9866,tt0052644,La spada degli Orléans,1959,"Action, Adventure","France, Italy",6.9,"$58,518",5.0,3.0
9886,tt0052698,Asfalto che scotta,1960,"Crime, Drama, Romance","France, Italy",7.5,"$95,413",24.0,55.0
9903,tt0052733,Le jene del quarto potere,1959,"Crime, Drama, Thriller",France,6.7,"$2,527",15.0,25.0
9968,tt0052893,Hiroshima mon amour,1959,"Drama, Romance","France, Japan",7.9,"$99,632",110.0,125.0
9980,tt0052924,Il sepolcro indiano,1959,"Adventure, Romance","West Germany, France, Italy",6.7,"$4,673",14.0,34.0
10024,tt0053033,Maigret e il caso Saint Fiacre,1959,"Crime, Drama, Thriller","France, Italy",7.1,"$14,666",5.0,5.0
10055,tt0053125,Intrigo internazionale,1959,"Adventure, Mystery, Thriller",USA,8.3,"$73,446",614.0,174.0
10071,tt0053168,Diario di un ladro,1959,"Crime, Drama",France,7.7,"$7,541",69.0,108.0
10079,tt0053183,38º parallelo: Missione compiuta,1959,"Action, Drama, War",USA,7.1,"$6,736",50.0,29.0
10083,tt0053198,I 400 colpi,1959,"Crime, Drama",France,8.1,"$127,244",217.0,167.0
10123,tt0053285,La bella addormentata nel bosco,1959,"Animation, Family, Fantasy",USA,7.2,"$51,600,000",193.0,109.0
10125,tt0053291,A qualcuno piace caldo,1959,"Comedy, Music, Romance",USA,8.2,"$83,169,282",422.0,224.0
10134,tt0053318,"Improvvisamente, l'estate scorsa",1959,"Drama, Mystery, Thriller","UK, USA",7.6,"$9,749",139.0,49.0
10136,tt0053320,Scandalo al sole,1959,"Drama, Romance",USA,6.9,"$21,216",81.0,21.0
10142,tt0053335,"Tarzan, l'uomo scimmia",1959,"Action, Adventure, Romance",USA,4.0,"$3,727,800",11.0,7.0
10176,tt0053434,Ultima notte a Warlock,1959,"Drama, Western",USA,7.2,"$8,892",73.0,31.0
10189,tt0053459,Occhi senza volto,1960,"Drama, Horror","France, Italy",7.7,"$60,254",161.0,121.0
10194,tt0053472,Fino all'ultimo respiro,1960,"Crime, Drama",France,7.9,"$378,503",207.0,201.0
10213,tt0053604,L'appartamento,1960,"Comedy, Drama, Romance",USA,8.3,"$177,066",337.0,233.0
10249,tt0053677,Le spose di Dracula,1960,Horror,UK,6.7,"$337,833",113.0,65.0
10295,tt0053779,La dolce vita,1960,"Comedy, Drama","Italy, France",8.0,"$184,376",195.0,156.0
10307,tt0053825,Stella di fuoco,1960,"Action, Drama, Romance",USA,6.5,"$4,360,000",55.0,35.0
10360,tt0053967,Violenza per una giovane,1960,Drama,Mexico,7.4,"$1,463",21.0,24.0
10422,tt0054130,La notte,1961,Drama,"Italy, France",8.1,"$39,236",54.0,68.0
10428,tt0054144,Quando una donna sale le scale,1960,Drama,Japan,8.1,"$51,775",21.0,49.0
10436,tt0054167,L'occhio che uccide,1960,"Drama, Horror, Thriller",UK,7.7,"$24,640",173.0,124.0
10440,tt0054177,Le petit soldat,1963,"War, Drama",France,7.2,"$24,296",29.0,39.0
10444,tt0054189,In pieno sole,1960,"Crime, Drama, Thriller","France, Italy",7.8,"$98,311",73.0,107.0
10455,tt0054215,Psyco,1960,"Horror, Mystery, Thriller",USA,8.5,"$32,008,644",1284.0,236.0
10464,tt0054242,Risate di gioia,1960,"Comedy, Drama",Italy,7.3,"$31,539",6.0,8.0
10468,tt0054248,Rocco e i suoi fratelli,1960,"Crime, Drama, Sport","Italy, France",8.3,"$11,328",52.0,100.0
10475,tt0054269,"Sabato sera, domenica mattina",1960,"Drama, Romance",UK,7.6,$370,60.0,29.0
10476,tt0054270,The Savage Eye,1959,Drama,USA,6.9,"$16,366",7.0,9.0
10483,tt0054286,Racconto crudele della giovinezza,1960,"Crime, Drama",Japan,6.9,"$2,496",10.0,33.0
10504,tt0054331,Spartacus,1960,"Adventure, Biography, Drama",USA,7.9,"$1,844,789",326.0,128.0
10517,tt0054357,Robinson nell'isola dei corsari,1960,"Adventure, Family",USA,7.2,"$40,356,000",73.0,33.0
10527,tt0054377,Il testamento di Orfeo,1960,"Biography, Fantasy",France,7.3,"$1,850",25.0,23.0
10533,tt0054387,L'uomo che visse nel futuro,1960,"Adventure, Romance, Sci-Fi",USA,7.6,"$5,902",229.0,78.0
10534,tt0054389,Tirate sul pianista,1960,"Crime, Drama, Thriller",France,7.5,"$21,124",65.0,85.0
10543,tt0054407,Il buco,1960,"Crime, Drama, Thriller","France, Italy",8.5,"$34,588",57.0,54.0
10565,tt0054460,I cattivi dormono in pace,1960,"Crime, Drama, Thriller",Japan,8.0,"$46,808",50.0,62.0
10578,tt0054495,Zezowate szczescie,1960,Comedy,Poland,7.6,"$1,708",3.0,4.0
10595,tt0054632,L'anno scorso a Marienbad,1961,"Drama, Mystery","France, Italy",7.8,"$220,009",132.0,149.0
10621,tt0054698,Colazione da Tiffany,1961,"Comedy, Drama, Romance",USA,7.6,"$357,750",454.0,184.0
10640,tt0054749,La ciociara,1960,"Drama, War","Italy, France",7.8,"$8,565",50.0,35.0
10646,tt0054758,Gli amanti dell'isola,1962,"Drama, Thriller",France,6.6,"$50,039",12.0,27.0
10660,tt0054803,Nove giorni in un anno,1962,Drama,Soviet Union,7.6,$630,10.0,3.0
10668,tt0054821,Lo spione,1962,"Crime, Thriller","France, Italy",7.8,"$91,007",34.0,76.0
10682,tt0054861,The Exiles,1961,Drama,USA,6.7,"$30,945",13.0,53.0
10720,tt0054939,Febbre di rivolta,1961,Western,"Italy, France, West Germany",7.3,"$6,403,831",2.0,2.0
10722,tt0054944,Bobby il cucciolo di Edimburgo,1961,"Drama, Family",USA,7.3,"$721,203",19.0,7.0
10742,tt0055018,Suspense,1961,Horror,UK,7.8,"$30,103",227.0,130.0
10750,tt0055031,Vincitori e vinti,1961,"Drama, War",USA,8.2,"$12,180",217.0,102.0
10751,tt0055032,Jules e Jim,1962,"Drama, Romance",France,7.8,"$446,908",135.0,125.0
10770,tt0055082,Leon Morin prete,1961,"Drama, Romance, War","France, Italy",7.6,"$72,078",20.0,50.0
10772,tt0055093,"Lola, donna di vita",1961,"Drama, Romance","France, Italy",7.5,"$103,951",31.0,58.0
10819,tt0055214,Il dubbio,1961,"Crime, Mystery, Thriller","UK, USA",6.7,"$1,185",27.0,7.0
10829,tt0055254,La carica dei 101,1961,"Animation, Adventure, Comedy",USA,7.2,"$216,026,182",140.0,100.0
10838,tt0055277,Il cowboy con il velo da sposa,1961,"Comedy, Family, Romance",USA,7.1,"$29,650,385",99.0,37.0
10856,tt0055320,Il posto,1961,Drama,Italy,8.0,"$9,080",30.0,31.0
10916,tt0055499,Come in uno specchio,1961,Drama,Sweden,8.1,"$1,848",71.0,60.0
10920,tt0055506,Sapore di miele,1961,Drama,UK,7.5,"$4,597",57.0,37.0
10948,tt0055572,La donna è donna,1961,"Comedy, Drama, Romance","France, Italy",7.5,"$100,665",44.0,74.0
10958,tt0055597,Victim,1961,Drama,UK,7.7,"$25,962",62.0,54.0
10960,tt0055601,Viridiana,1961,Drama,"Spain, Mexico",8.2,"$1,843",66.0,94.0
10965,tt0055614,West Side Story,1961,"Crime, Drama, Musical",USA,7.5,"$44,061,777",396.0,137.0
10972,tt0055630,La sfida del samurai,1961,"Action, Drama, Thriller",Japan,8.2,"$46,808",203.0,126.0
11007,tt0055805,Boccaccio '70,1962,"Comedy, Fantasy, Romance","Italy, France",7.1,"$10,641",25.0,39.0
11023,tt0055852,Cleo dalle 5 alle 7,1962,"Comedy, Drama, Music","France, Italy",7.9,"$1,886",75.0,84.0
11048,tt0055913,Divorzio all'italiana,1961,"Comedy, Drama, Romance",Italy,8.1,"$131,467",40.0,45.0
11054,tt0055928,Agente 007 - Licenza di uccidere,1962,"Action, Adventure, Thriller",UK,7.2,"$16,068,461",474.0,138.0
11077,tt0055998,Freud - Passioni segrete,1962,"Biography, Drama",USA,7.3,"$6,388",19.0,19.0
11095,tt0056049,L'isola nuda,1960,Drama,Japan,8.2,"$14,673",31.0,49.0
11103,tt0056058,Harakiri,1962,"Action, Drama, Mystery",Japan,8.7,"$15,222",252.0,76.0
11115,tt0056085,La conquista del West,1962,Western,USA,7.1,"$76,729",175.0,41.0
11127,tt0056111,L'infanzia di Ivan,1962,"Drama, War",Soviet Union,8.1,"$55,099",80.0,89.0
11139,tt0056141,Una maniera d'amare,1962,"Drama, Romance",UK,7.3,"$6,912",30.0,18.0
11147,tt0056172,Lawrence d'Arabia,1962,"Adventure, Biography, Drama",UK,8.3,"$45,710,874",676.0,146.0
11154,tt0056193,Lolita,1962,"Crime, Drama, Romance","UK, USA",7.6,"$4,631",258.0,100.0
11163,tt0056210,Mafioso,1962,"Comedy, Crime, Drama",Italy,7.7,"$400,019",19.0,51.0
11166,tt0056215,Mamma Roma,1962,Drama,Italy,7.8,"$2,248",35.0,40.0
11169,tt0056218,Va' e uccidi,1962,"Drama, Thriller",USA,7.9,"$2,757,256",341.0,117.0
11172,tt0056228,L'uomo dalla maschera di ferro,1962,Adventure,"France, Italy",6.0,"$798,707",3.0,2.0
11176,tt0056241,Anna dei miracoli,1962,"Biography, Drama",USA,8.1,"$4,139",104.0,46.0
11194,tt0056289,L'affittacamere,1962,"Comedy, Mystery",USA,6.8,"$11,040",26.0,12.0
11207,tt0056322,O Pagador de Promessas,1962,Drama,Brazil,8.3,"$8,229",13.0,10.0
11229,tt0056371,Prima della rivoluzione,1964,"Drama, Romance",Italy,7.0,"$8,438",21.0,35.0
11249,tt0056443,Sanjuro,1962,"Action, Comedy, Crime",Japan,8.1,"$55,528",82.0,57.0
11250,tt0056444,Il gusto del sakè,1962,Drama,Japan,8.1,"$28,538",30.0,74.0
11303,tt0056592,Il buio oltre la siepe,1962,"Crime, Drama",USA,8.2,"$599,146",571.0,153.0
11332,tt0056663,Questa è la mia vita,1962,Drama,France,8.0,"$24,517",63.0,103.0
11357,tt0056732,L'angelo sterminatore,1962,"Drama, Fantasy",Mexico,8.1,"$1,843",94.0,94.0
11364,tt0056801,8½,1963,Drama,"Italy, France",8.0,"$137,048",266.0,116.0
11376,tt0056846,La grande peccatrice,1963,"Drama, Romance","France, Monaco",7.3,"$85,840",15.0,39.0
11382,tt0056868,Billy il bugiardo,1963,"Comedy, Drama, Romance",UK,7.3,"$29,153",76.0,55.0
11383,tt0056869,Gli uccelli,1963,"Drama, Horror, Mystery",USA,7.7,"$32,655",550.0,157.0
11389,tt0056883,Il boom,1963,Comedy,Italy,7.2,"$57,962",7.0,17.0
11400,tt0056908,Donne inquiete,1963,Drama,USA,5.5,"$3,160,000",33.0,5.0
11407,tt0056923,Sciarada,1963,"Comedy, Mystery, Romance",USA,7.9,"$173,057",308.0,122.0
11413,tt0056937,Cleopatra,1963,"Biography, Drama, History","Switzerland, UK, USA",7.0,"$57,777,778",227.0,87.0
11445,tt0057012,Il dottor Stranamore - Ovvero: come ho imparato a non preoccuparmi e ad amare la bomba,1964,Comedy,"UK, USA",8.4,"$9,443,876",950.0,237.0
11465,tt0057076,"A 007, dalla Russia con amore",1963,"Action, Adventure, Thriller",UK,7.4,"$24,808,046",427.0,118.0
11473,tt0057091,Il gattopardo,1963,"Drama, History","Italy, France",8.0,"$269,763",108.0,113.0
11486,tt0057115,La grande fuga,1963,"Adventure, Drama, History",USA,8.2,"$227,940",363.0,111.0
11492,tt0057129,Gli invasati,1963,Horror,UK,7.5,$742,415.0,98.0
11517,tt0057193,"Questo pazzo, pazzo, pazzo, pazzo mondo",1963,"Action, Adventure, Comedy",USA,7.5,"$46,332,858",399.0,73.0
11568,tt0057323,I mostri,1963,Comedy,"Italy, France",7.5,"$5,743",7.0,12.0
11576,tt0057345,Il disprezzo,1963,"Drama, Romance","France, Italy",7.6,"$920,144",133.0,149.0
11577,tt0057358,Luci d'inverno,1963,Drama,Sweden,8.1,"$7,095",93.0,58.0
11600,tt0057413,La pantera rosa,1963,"Comedy, Crime, Romance",USA,7.1,"$10,878,107",184.0,83.0
11629,tt0057490,Il servo,1963,Drama,UK,7.9,"$36,463",68.0,57.0
11659,tt0057546,La spada nella roccia,1963,"Animation, Adventure, Comedy",USA,7.2,"$12,000,000",101.0,70.0
11667,tt0057565,Anatomia di un rapimento,1963,"Crime, Drama, Mystery",Japan,8.4,"$46,808",123.0,89.0
